"343","african skimmer","rynchops flavirostris","african skimmer","rynchops flavirostris","63","2"
"344","namaqua sandgrouse","pterocles namaqua","namaqua sandgrouse","pterocles namaqua","65","4"
"345","burchell's sandgrouse","pterocles burchelli","variegated sandgrouse","pterocles burchelli","65","10"
"346","yellow-throated sandgrouse","pterocles gutturalis","yellow-throated sandgrouse","pterocles gutturalis","65","9"
"347","double-banded sandgrouse","pterocles bicinctus","double-banded sandgrouse","pterocles bicinctus","65","14"
"348","feral pigeon","colomba livia","rock dove","colomba livia","66","1"
"349","rock pigeon","colomba guinea","speckled pigeon","colomba guinea","66","4"
"350","rameron pigeon","colomba arquatrix","olive pigeon","colomba arquatrix","66","14"
"351","delegorgue's pigeon","colomba delegorguei","delegorgue's pigeon","colomba delegorguei","66","48"
"352","red-eyed dove","streptopelia semitorquata","red-eyed dove","streptopelia semitorquata","66","61"
"353","mourning dove","streptopelia decipiens","mourning collared dove","streptopelia decipiens","66","60"
"354","cape turtle dove","streptopelia capicola","ring-necked dove","streptopelia capicola","66","62"
"355","laughing dove","streptopelia senegalensis","laughing dove","streptopelia senegalensis","66","67"
"356","namaqua dove","oena capensis","namaqua dove","oena capensis","66","87"
"357","blue-spotted dove","turtur afer","blue-spotted wood dove","turtur afer","66","84"
"358","green-spotted dove","turtur chalcospilos","emerald-spotted wood dove","turtur chalcospilos","66","82"
"359","tambourine dove","turtur tympanistria","tambourine dove","turtur tympanistria","66","85"
"360","cinnamon dove","aplopelia larvata","lemon dove","aplopelia larvata","66","68"
"361","african green pigeon","treron calva","african green pigeon","treron calva","66","194"
"362","cape parrot","poicephalus robustus","cape parrot","poicephalus robustus","69","81"
"363","brown-headed parrot","poicephalus cryptoxanthus","brown-headed parrot","poicephalus cryptoxanthus","69","83"
"364","meyer's parrot","poicephalus meyeri","meyer's parrot","poicephalus meyeri","69","87"
"365","ruppell's parrot","poicephalus ruepellii","ruppell's parrot","poicephalus ruepellii","69","88"
"366","rose-ringed parakeet","psittacula krameri","rose-ringed parakeet","psittacula krameri","69","110"
"367","rosy-faced lovebird","agapornis roseicollis","peach-faced lovebird","agapornis roseicollis","69","94"
"368","lilians lovebird","agapornis lilianae","nyasa lovebird","agapornis lilianae","69","97"
"369","black-cheeked lovebird","agapornis nigrigenis","black-cheeked lovebird","agapornis nigrigenis","69","98"
"370","knysna lourie","tauraco corythaix","knysna turaco","tauraco corythaix (corythaix)","70","9"
"371","purple-crested lourie","tauraco porphyreolophus","violet-crested turaco","tauraco porphyreolopha","70","17"
"372","ross's lourie","musophaga rossae","lady ross's turaco","musophaga rossae","70","8"
"373","grey lourie","corythaixoides concolor","go-away bird","corythaixoides concolor","70","4"
"374","european cuckoo","cuculus canorus","european cuckoo","cuculus canorus","71","14"
"375","african cuckoo","cuculus gularis","european cuckoo","cuculus canorus (gularis)","71","14"
"376","lesser cuckoo","cuculus poliocephalus","little cuckoo","cuculus poliocephalus","71","16"
"377","red-chested cuckoo","cuculus solitarius","red-chested cuckoo","cuculus solitarius","71","11"
"378","black cuckoo","cuculus clamosus","black cuckoo","cuculus cafer","71","12"
"379","barred cuckoo","cercococcyx montanus","mountain long-tailed cuckoo","cercococcyx montanus","71","20"
"380","great spotted cuckoo","clamator glandarius","great spotted cuckoo","clamator glandarius","71","1"
"381","striped cuckoo","clamator levaillantii","levaillant's cuckoo","clamator levaillantii","71","4"
"382","jacobin cuckoo","clamator jacobinus","black and white (pied) cuckoo","clamator jacobinus","71","3"
"383","thick-billed cuckoo","pachycoccyx audeberti","thick-billed cuckoo","pachycoccyx audeberti","71","5"
"384","emerald cuckoo","chrysococcyx cupreus","african emerald cuckoo","chrysococcyx cupreus","71","29"
"385","klaas's cuckoo","chrysococcyx klaas","klaas' cuckoo","chrysococcyx klaas","71","31"
"386","diederick cuckoo","chrysococcyx caprius","didric cuckoo","chrysococcyx caprius","71","32"
"387","green coucal","ceuthmochares aereus","yellowbill","ceuthmochares aereus","71","63"
"388","black coucal","centropus bengalensis","lesser coucal","centropus bengalensis","71","118"
"389","coppery-tailed coucal","centropus cupreicaudus","blue-headed coucal","centropus monarchus (cupreicaudus)","71","123"
"390","senegal coucal","centropus senegalensis","senegal coucal","centropus senegalensis","71","124"
"391","burchell's coucal","centropus burchelli","white-browed coucal","centropus superciliosus (burchelli)","71","125"
"392","barn owl","tyto alba","barn owl","tyto alba","72","2"
"393","grass owl","tyto capensis","grass owl","tyto capensis","72","9"
"394","wood owl","strix woodfordii","african wood owl","ciccaba woodfordii","73","109"
"395","marsh owl","asio capensis","african marsh owl","asio capensis","73","128"
"396","african scops owl","otus senegalensis","african scops owl","otus senegalensis","73","11"
"397","white-faced owl","otus leucotis","white-faced scops owl","otus leucotis","73","35"
"398","pearl-spotted owl","glaucidium perlatum","pearl-spotted owlet","glaucidium perlatum","73","71"
"399","barred owl","glaucidium capense","barred owlet","glaucidium capense","73","73"
"400","cape eagle owl","bubo capensis","cape eagle owl","bubo capensis","73","43"
"401","spotted eagle owl","bubo africanus","spotted eagle owl","bubo africanus","73","44"
"402","giant eagle owl","bubo lacteus","verreaux's eagle owl","bubo lacteus","73","45"
"403","pel's fishing owl","scotopelia peli","pel's fishing owl","scotopelia peli","73","57"
"404","european nightjar","caprimulgus europaeus","european nightjar","caprimulgus europaeus","78","42"
"405","fiery-necked nightjar","caprimulgus pectoralis","african dusky nightjar","caprimulgus pectoralis","78","50"
"406","rufous-necked nightjar","caprimulgus rufigena","rufous-cheeked nightjar","caprimulgus rufigena","78","51"
"407","natal nightjar","caprimulgus natalensis","african white-tailed nightjar","caprimulgus natalensis","78","55"
"408","freckled nightjar","caprimulgus tristigma","freckled nightjar","caprimulgus tristigma","78","61"
"409","mozambique nightjar","caprimulgus fossii","gabon nightjar","scotornis fossii","78","66"
"410","pennant-winged nightjar","macrodipteryx vexillaria","pennant-winged nightjar","semeiophorus  vexillarius","78","69"
"411","european swift","apus apus","common swift","apus apus","79","78"
"412","black swift","apus barbatus","african black swift","apus barbatus","79","73"
"413","bradfield's swift","apus bradfieldi","bradfield's swift","apus bradfieldi","79","75"
"414","pallid swift","apus pallidus","pallid swift","apus pallidus","79","77"
"415","white-rumped swift","apus caffer","white-rumped swift","apus caffer","79","83"
"416","horus swift","apus horus","horus swift","apus horus","79","82"
"417","little swift","apus affinis","house swift","apus affinis","79","81"
"418","alpine swift","apus melba","alpine swift","apus melba","79","70"
"419","mottled swift","apus aequatorialis","mottled swift","apus aequatorialis","79","71"
"420","scarce swift","schoutedenapus myoptilus","scarce swift","schoutedenapus myoptilus","79","35"
"421","palm swift","cypsiurus parvus","african palm swift","cypsiurus parvus","79","69"
"422","mottled spinetail","telecanthura ussheri","mottle-throated spine-tailed swift","telecanthura ussheri","79","42"
"423","bohm's spinetail","neafrapus boehmi","bohm's spine-tailed swift","neafrapus boehmi","79","47"
"424","speckled mousebird","colius striatus","speckled mousebird","colius striatus","82","1"
"425","white-backed mousebird","colius colius","white-backed mousebird","colius colius","82","3"
"426","red-faced mousebird","colius indicus","red-faced mousebird","colius indicus","82","4"
"427","narina trogon","apaloderma narina","narina trogon","apaloderma narina","83","24"
"428","pied kingfisher","ceryle rudis","lesser pied kingfisher","ceryle rudis","84","5"
"429","giant kingfisher","ceryle maxima","giant kingfisher","ceryle maxima","84","2"
"430","half-collared kingfisher","alcedo semitorquata","half-collared kingfisher","alcedo semitorquata","84","12"
"431","malachite kingfisher","alcedo cristata","malachite kingfisher","alcedo cristata","84","17"
"432","pygmy kingfisher","ispidina picta","african pygmy kingfisher","ceyx picta","84","20"
"433","woodland kingfisher","halcyon senegalensis","woodland kingfisher","halcyon senegalensis","84","50"
"434","mangrove kingfisher","halcyon senegaloides","african mangrove kingfisher","halcyon senegaloides","84","51"
"435","brown-hooded kingfisher","halcyon albiventris","brown-hooded kingfisher","halcyon albiventris","84","53"
"436","grey-hooded kingfisher","halcyon leucocephala","grey-headed kingfisher","halcyon leucocephala","84","49"
"437","striped kingfisher","halcyon chelicuti","striped kingfisher","halcyon chelicuti","84","54"
"438","european bee-eater","merops apiaster","european bee-eater","merops apiaster","87","21"
"439","olive bee-eater","merops superciliosus","blue-cheeked bee-eater","merops superciliosus (superciliosus)","87","18"
"440","blue-cheecked bee-eater","merops persicus","blue-cheeked bee-eater","merops superciliosus (persicus)","87","18"
"441","carmine bee-eater","merops nubicoides","carmine bee-eater","merops nubicus","87","24"
"442","bohm's bee-eater","merops boehmi","boehm's bee-eater","merops boehmi","87","16"
"443","white-fronted bee-eater","merops bullockoides","white-fronted bee-eater","merops bullockoides","87","7"
"444","little bee-eater","merops pusillus","little bee-eater","merops pusillus","87","8"
"445","swallow-tailed bee-eater","merops hirundineus","swallow-tailed bee-eater","merops hirundineus","87","11"
"446","european roller","coracias garrulus","common roller","coracias garrulus","88","1"
"447","lilac-breasted roller","coracias caudata","lilac-breasted roller","coracias caudata","88","3"
"448","racquet-tailed roller","coracias spatulata","racquet-tailed roller","coracias spatulata","88","4"
"449","purple roller","coracias naevia","rufous-crowned roller","coracias naevia","88","5"
"450","broad-billed roller","eurystomus glaucurus","broad-billed roller","eurystomus glaucurus","88","9"
"451","hoopoe","upupa epops","hoopoe","upupa epops","91","1"
"452","red-billed wood hoopoe","phoeniculus purpureus","green wood hoopoe","phoeniculus purpureus","92","1"
"453","violet wood hoopoe","phoeniculus damarensis","violet wood hoopoe","phoeniculus damarensis","92","2"
"454","scimitar-billed wood hoopoe","rhinopomastus cyanomelas","scimitar-bill","rhinopomastus cyanomelas","92","8"
"455","trumpeter hornbill","bycanistes bucinator","trumpeter hornbill","bycanistes bucinator","93","35"
"456","silvery-cheeked hornbill","bycanistes brevis","silvery-cheeked hornbill","bycanistes brevis","93","38"
"457","grey hornbill","tockus nasutus","african grey hornbill","tockus nasutus","93","6"
"458","red-billed hornbill","tockus erythrorhynchus","red-billed hornbill","tockus erythrorhynchus","93","12"
"459","yellow-billed hornbill","tockus flavirostris","yellow-billed hornbill","tockus flavirostris","93","13"
"460","crowned hornbill","tockus alboterminatus","crowned hornbill","tockus alboterminatus","93","3"
"461","bradfield's hornbill","tockus bradfieldi","bradfield's hornbill","tockus bradfieldi","93","4"
"462","monteiro's hornbill","tockus monteiri","monteiro's hornbill","tockus monteiri","93","8"
"463","ground hornbill","bucorvus leadbeateri","southern ground hornbill","bucorvus leadbeateri","93","46"
"464","black-collared barbet","lybius torquatus","black-collared barbet","lybius torquatus","96","66"
"465","pied barbet","lybius leucomelas","pied barbet","tricholaema leucomelaina","96","59"
"466","white-eared barbet","stactolaema leucotis","white-eared barbet","smilorhis leucotis","96","43"
"467","whyte's barbet","stactolaema whytii","whyte's barbet","stactolaema whytii","96","46"
"468","woodward's barbet","cryptolybia woodwardi","green barbet","cryptolybia olivacea (woodwardi)","96","44"
"469","red-fronted tinker barbet","pogoniulus pusillus","red-fronted tinkerbird","pogoniulus pusillus","96","52"
"470","yellow-fronted tinker barbet","pogoniulus chrysoconus","yellow-fronted tinkerbird","pogoniulus chrysoconus","96","53"
"471","golden-rumped tinkerbarbet","pogoniulus bilineatus","golden-rumped tinkerbird","pogoniulus bilineatus","96","54"
"472","green tinker barbet","pogoniulus simplex","green tinkerbird","pogoniulus simplex","96","50"
"473","crested barbet","trachyphonus vaillantii","levaillant's barbet","trachyphonus vaillantii","96","77"
"474","greater honeyguide","indicator indicator","black-throated honeyguide","indicator indicator","97","6"
"475","scaly-throated honeyguide","indicator variegatus","scaly-throated honeyguide","indicator variegatus","97","5"
"476","lesser honeyguide","indicator minor","lesser honeyguide","indicator minor","97","8"
"477","eastern honeyguide","indicator meliphilus","eastern least honeyguide","indicator meliphilus","97","11"
"478","sharp-billed honeyguide","prodotiscus regulus","wahlberg's honeyguide","prodotiscus regulus","97","2"
"479","slender-billed honeyguide","prodotiscus zambesiae","cassin's honeyguide","prodotiscus insignis (zambesiae)","97","1"
"480","ground woodpecker","geocolaptes olivaceus","ground woodpecker","geocolaptes olivaceus","99","70"
"481","bennett's woodpecker","campethera bennettii","bennett's woodpecker","campethera bennettii","99","61"
"482","speckle-throated woodpecker","campethera scriptoricauda","bennett's woodpecker","campethera bennettii scriptoricauda","99","61"
"483","golden-tailed woodpecker","campethera abingoni","golden-tailed woodpecker","campethera abingoni","99","63"
"484","knysna woodpecker","campethera notata","knysna woodpecker","campethera notata","99","64"
"485","little spotted woodpecker","campethera cailliautii","little spotted woodpecker","campethera cailliautii","99","65"
"486","cardinal woodpecker","dendropicos fuscescens","cardinal woodpecker","dendropicos fuscescens","99","74"
"487","bearded woodpecker","thripias namaquus","bearded woodpecker","dendropicus namaquus","99","77"
"488","olive woodpecker","mesopicos griseocephalus","african grey-headed woodpecker","dendropicus griseocephalus","99","82"
"489","red-throated wryneck","jynx ruficollis","red-throated wryneck","jynx ruficollis","99","2"
"490","african broadbill","smithsornis capensis","african broadbill","smithsornis capensis","100","1"
"491","angola pitta","pitta angolensis","african pitta","pitta angolensis","111","18"
"492","melodious lark","mirafra cheniana","southern singing bush lark","mirafra cheniana","116","5"
"493","monotonous lark","mirafra passerina","white-tailed bush lark","mirafra passerina","116","7"
"494","rufous-naped lark","mirafra africana","rufous-naped bush lark","mirafra africana","116","12"
"495","clapper lark","mirafra apiata","clapper lark","mirafra apiata","116","16"
"496","flappet lark","mirafra rufocinnamomea","cinnamon bush lark","mirafra rufocinnamomea","116","15"
"497","fawn-coloured lark","mirafra africanoides","fawn-coloured bush lark","mirafra africanoides","116","17"
"498","sabota lark","mirafra sabota","sabota lark","mirafra sabota","116","25"
"499","rudds lark","heteromirafra ruddi","long-clawed lark","mirafra ruddi","116","19"
"500","long-billed lark","certhilauda curvirostris","long-billed lark","certhilauda curvirostris","116","30"
"501","short-clawed lark","certhilauda chauna","short-clawed lark","mirafra chauna","116","13"
"502","karoo lark","certhilauda albescens","karoo lark","certhilauda albescens","116","31"
"503","dune lark","certhilauda erythrochlamys","karoo lark","certhilauda albescens (erythrochlamys)","116","31"
"504","red lark","certhilauda burra","ferruginous lark","ammomanes burra","116","45"
"505","dusky lark","pinarocorys nigricans","dusky bush lark","pinarocorys nigricans","116","28"
"506","spike-heeled lark","chersomanes albofasciata","spike-heeled lark","certhilauda albofasciata","116","32"
"507","red-capped lark","calandrella cinerea","short-toed lark","calandrella cinerea","116","56"
"508","pink-billed lark","calandrella conirostris","pink-billed lark","spizocorys conirostris","116","62"
"509","botha's lark","calandrella fringillaris","botha's lark","botha fringillaris","116","67"
"510","sclater's lark","calandrella sclateri","sclater's short-toed lark","spizocorys sclateri","116","64"
"511","starke's lark","calandrella starki","starke's short-toed lark","spizocorys starki","116","63"
"512","thick-billed lark","galerida magnirostris","thick-billed lark","calendula magnirotris","116","75"
"513","bimaculated lark","melanocorphyra bimaculata","bimaculated lark","melanocorphyra bimaculata","116","50"
"514","gray's lark","ammomanes grayi","gray's lark","ammomanes grayi","116","44"
"515","chestnut-backed finchlark","eremopterix leucotis","chestnut-backed finchlark","eremopterix leucotis","116","34"
"516","grey-backed finchlark","eremopterix verticalis","grey-backed finchlark","eremopterix verticalis","116","36"
"517","black-eared finchlark","eremopterix australis","black-eared finchlark","eremopterix australis","116","33"
"518","european swallow","hirundo rustica","barn swallow","hirundo rustica","117","37"
"519","angola swallow","hirundo angolensis","angola swallow","hirundo angolensis","117","39"
"520","white-throated swallow","hirundo albigularis","white-throated swallow","hirundo albigularis","117","41"
"521","blue swallow","hirundo atrocaerulea","blue swallow","hirundo atrocaerulea","117","44"
"522","wire-tailed swallow","hirundo smithii","wire-tailed swallow","hirundo smithii","117","43"
"523","pearl-breasted swallow","hirundo dimidiata","pearl-breasted swallow","hirundo dimidiata","117","49"
"524","red-breasted swallow","hirundo semirufa","red-breasted swallow","hirundo semirufa","117","52"
"525","mosque swallow","hirundo senegalensis","mosque swallow","hirundo senegalensis","117","53"
"526","greater striped swallow","hirundo cucullata","greater striped swallow","hirundo cucullata","117","50"
"527","lesser striped swallow","hirundo abyssinica","lesser striped swallow","hirundo abyssinica","117","51"
"528","south african cliff swallow","hirundo spilodera","south african cliff swallow","petrochelidon spilodera","117","60"
"529","rock martin","hirundo fuligula","african rock martin","hirundo fuligula","117","35"
"530","house martin","delichon urbica","house martin","delichon urbica","117","66"
"531","grey-rumped swallow","pseudhirundo griseopyga","grey-rumped swallow","hirundo griseopyga","117","32"
"532","sand martin","riparia riparia","sand martin","riparia riparia","117","28"
"533","brown-throated martin","riparia paludicola","african sand martin","riparia paludicola","117","26"
"534","banded martin","riparia cincta","banded sand martin","riparia cincta","117","29"
"535","mascarene martin","phedina borbonica","mascarene martin","phedina borbonica","117","30"
"536","black saw-wing swallow","psalidoprogne holomelas","black saw-wing","psalidoprocne holomelaena","117","76"
"537","eastern saw-wing swallow","psalidoprogne orientalis","petit's saw-wing","psalidoprocne petiti (orientalis)","117","75"
"538","black cuckooshrike","campephaga flava","african black cuckoo shrike","campephaga flava","119","54"
"539","white-breasted cuckooshrike","coracina pectoralis","white-breasted cuckoo shrike","coracina pectoralis","119","23"
"540","grey cuckooshrike","coracina caesia","african grey cuckoo shrike","coracina caesia","119","22"
"541","fork-tailed drongo","dicrurus adsimilis","fork-tailed drongo","dicrurus adsimilis","168","4"
"542","square-tailed drongo","dicrurus ludwigii","square-tailed drongo","dicrurus ludwigii","168","2"
"543","european golden oriole","oriolus oriolus","golden oriole","oriolus oriolus","167","11"
"544","african golden oriole","oriolus auratus","african golden oriole","oriolus auratus","167","12"
"545","black-headed oriole","oriolus larvatus","african black-headed oriole","oriolus larvatus","167","18"
"546","green-headed oriole","oriolus chlorocephalus","green-headed oriole","oriolus chlorocephalus","167","14"
"547","black crow","corvus capensis","black crow","corvus capensis","175","86"
"548","pied crow","corvus albus","pied crow","corvus albus","175","105"
"549","house crow","corvus splendens","house crow","corvus splendens","175","76"
"550","white-necked raven","corvus albicollis","african white-necked raven","corvus albicollis","175","111"
"551","southern grey tit","parus afer","acacia grey tit","parus afer (afer)","145","24"
"552","ashy tit","parus cinerascens","acacia grey tit","parus afer (cinerascens)","145","24"
"553","northern grey tit","parus griseiventris","miombo grey tit","parus griseiventris","145","25"
"554","southern black tit","parus niger","southern black tit","parus niger","145","26"
"555","carp's tit","parus carpi","white-winged black tit","parus leucomelas (carpi)","145","27"
"556","rufous-bellied tit","parus rufiventris","rufous-bellied tit","parus rufiventris","145","33"
"557","cape penduline tit","anthoscopus minutus","southern kapok tit","anthoscopus minutus","144","8"
"558","grey penduline tit","anthoscopus caroli","african penduline tit","anthoscopus caroli","144","6"
"559","spotted creeper","salpornis spilonotus","spotted grey creeper","salpornis spilonotus","147","6"
"560","arrow-marked babbler","turdoides jardineii","arrow-marked babbler","turdoides jardineii","132","131"
"561","black-faced babbler","turdoides melanops","black-lored babbler","turdoides melanops","132","127"
"562","white-rumped babbler","turdoides hartlaubii","white-rumped babbler","turdoides leucopygius (hartlaubii)","132","133"
"563","southern pied babbler","turdoides bicolor","pied babbler","turdoides bicolor","132","136"
"564","bare-cheeked babbler","turdoides gymnogenys","bare-cheeked babbler","turdoides gymnogenys","132","137"
"565","bush blackcap","lioptilus nigricapillus","bush blackcap","lioptilus nigricapillus","132","227"
"566","cape bulbul","pycnonotus capensis","cape bulbul","pycnonotus capensis","120","22"
"567","red-eyed bulbul","pycnonotus nigricans","red-eyed bulbul","pycnonotus nigricans","120","21"
"568","black-eyed bulbul","pycnonotus barbatus","common bulbul","pycnonotus barbatus","120","23"
"569","terrestrial bulbul","phyllastrephus terrestris","bristle-necked brownbul","phyllastrephus terrestris","120","64"
"570","yellow-streaked bulbul","phyllastrephus flavostriatus","yellow-streaked greenbul","phyllastrephus flavostriatus","120","71"
"571","slender bulbul","phyllastrephus debilis","slender greenbul","phyllastrephus debilis","120","72"
"572","sombre bulbul","andropadus importunus","zanzibar slender greenbul","pycnonotus importunus","120","46"
"573","stripe-cheeked bulbul","andropadus milanjensis","stripe-cheeked greenbul","pycnonotus milanjensis","120","50"
"574","yellow-bellied bulbul","chlorocichla flaviventris","yellow-bellied greenbul","chlorocichla flaviventris","120","58"
"575","yellow-spotted nicator","nicator gularis","eastern nicator","nicator gularis","122","54"
"576","kurrichane thrush","turdus libonyana","kurrichane thrush","turdus libonyanus","130","256"
"577","olive thrush","turdus olivaceus","olive thrush","turdus olivaceus","130","253"
"578","spotted thrush","zoothera guttata","spotted ground thrush","zoothera guttata","130","220"
"579","orangethrush","zoothera gurneyi","orange ground thrush","zoothera gurneyi","130","215"
"580","groundscraper thrush","turdus litsitsrupa","groundscraper thrush","psophocichla litsitsrupa","130","260"
"581","cape rock thrush","monticola rupestris","cape rock thrush","monticola rupestris","130","182"
"582","sentinel rock thrush","monticola explorator","sentinel rock thrush","monticola explorator","130","183"
"583","short-toed rock thrush","monticola brevipes","short-toed rock thrush","monticola brevipes","130","184"
"584","miombo rock thrush","monticola angolensis","miombo rock thrush","monticola angolensis","130","186"
"585","european wheatear","oenanthe oenanthe","common wheatear","oenanthe oenanthe","130","166"
"586","mountain chat","oenanthe monticola","mountain chat","oenanthe monticola","130","177"
"587","capped wheatear","oenanthe pileata","capped wheatear","oenanthe pileata","130","179"
"588","buff-streaked chat","oenanthe bifasciata","buff-streaked chat","oenanthe bifasciata","130","162"
"589","familiar chat","cercomela familiaris","familiar chat","cercomela familiaris","130","134"
"590","tractrac chat","cercomela tractrac","layard's chat","cercomela tractrac","130","135"
"591","sickle-winged chat","cercomela sinuata","sicklewing chat","cercomela sinuata","130","133"
"592","karoo chat","cercomela schlegelii","karoo chat","cercomela schlegelii","130","136"
"593","mocking chat","thamnolaea cinnamomeiventris","cliffchat","thamnolaea cinnamomeiventris","130","159"
"594","arnot's chat","thamnolaea arnoti","white-headed black chat","myrmecocichla arnoti","130","156"
"595","southern anteating chat","myrmecocichla formicivora","southern anteater chat","myrmecocichla formicivora","130","154"
"596","stonechat","saxicola torquata","stonechat","saxicola torquata","130","146"
"597","whinchat","saxicola rubetra","whinchat","saxicola rubetra","130","142"
"598","choristor robin","cossypha dichroa","choristor robin chat","cossypha dichroa","130","52"
"599","heuglin's robin","cossypha heuglini","white-browed robin chat","cossypha heuglini","130","54"
"600","natal robin","cossypha natalensis","red-capped robin chat","cossypha natalensis","130","51"
"601","cape robin","cossypha caffra","cape robin chat","cossypha caffra","130","56"
"602","white-throated robin","cossypha humeralis","white-throated robin chat","cossypha humeralis","130","57"
"603","collared palmthrush","cichladusa arquata","collared morning warbler","cichladusa arquata","130","72"
"604","rufous-tailed palmthrush","cichladusa ruficauda","red-tailed morning warbler","cichladusa ruficauda","130","73"
"605","white-breasted alethe","alethe fuelleborni","white-chested alethe","alethe fuelleborni","130","77"
"606","starred robin","pogonocichla stellata","starred robin","pogonocichla stellata","130","23"
"607","swinnerton's robin","swynnertonia swynnertoni","swinnerton's bush robin","pogonocichla swynnertoni","130","24"
"608","gunning's robin","sheppardia gunningi","east coast akelat","erithacus gunningi","130","30"
"609","thrush nightingale","luscinia luscinia","thrush nightingale","erithacus luscinia","130","35"
"610","boulder chat","pinarornis plumosis","boulder chat","pinarornis plumosis","130","19"
"611","cape rockjumper","chaetops frenatus","rufous rockjumper","chaetops frenatus","130","20"
"612","orange-breasted rockjumper","chaetops aurantius","rufous rockjumper","chaetops frenatus (aurantius)","130","20"
"613","white-browed scrub robin","erythropygia leucophrys","white-browed scrub robin","erythropygia leucophrys","130","9"
"614","karoo robin","erythropygia coryphaeus","karoo scrub robin","erythropygia coryphaeus","130","7"
"615","kalahari robin","erythropygia paena","kalahari sandy scrub robin","erythropygia paena","130","12"
"616","brown robin","erythropygia signata","brown scrub robin","erythropygia signata","130","16"
"617","bearded robin","erythropygia quadrivirgata","eastern bearded scrub robin","erythropygia quadrivirgata","130","14"
"618","herero chat","namibornis herero","herero chat","namibornis herero","130","17"
"619","garden warbler","sylvia borin","garden warbler","sylvia borin","136","89"
"620","whitethroat","sylvia communis","whitethroat","sylvia communis","136","91"
"621","titbabbler","parisoma subcaeruleum","southern tit warbler","parisoma subcaeruleum","136","313"
"622","layard's titbabbler","parisoma layardi","layard's tit warbler","parisoma layardi","136","314"
"623","yellow-breasted hyliota","hyliota flavigaster","yellow-bellied flycatcher","hyliota flavigaster","136","346"
"624","mashona hyliota","hyliota australis","southern yellow-bellied flycatcher","hyliota australis","136","347"
"625","icterene warbler","hippolais icterina","icterene warbler","hippolais icterina","136","83"
"626","olivetree warbler","hippolais olivetorum","olive-tree warbler","hippolais olivetorum","136","85"
"627","river warbler","locustella fluviatilis","river warbler","locustella fluviatilis","136","41"
"628","great reed warbler","acrocephalus arundinaceus","great reed warbler","acrocephalus arundinaceus","136","55"
"629","basra reed warbler","acrocephalus griseldis","great reed warbler","acrocephalus arundinaceus (griseldis)","136","55"
"630","european reed warbler","acrocephalus scirpaceus","reed warbler","acrocephalus scirpaceus","136","52"
"631","african marsh warbler","acrocephalus baeticatus","african reed warbler","acrocephalus baeticatus","136","51"
"632","cinnamon reed warbler","acrocephalus cinnamomeus","african reed warbler","acrocephalus baeticatus (cinnamomeus)","136","51"
"633","european marsh warbler","acrocephalus palustris","marsh warbler","acrocephalus palustris","136","53"
"634","european sedge warbler","acrocephalus schoenobaenus","sedge warbler","acrocephalus schoenobaenus","136","45"
"635","cape reed warbler","acrocephalus gracilirostris","swamp warbler","acrocephalus gracilirostris","136","67"
"636","greater swamp warbler","acrocephalus rufescens","rufous swamp warbler","acrocephalus rufescens","136","68"
"637","yellow warbler","chloropeta natalensis","yellow warbler","chloropeta natalensis","136","77"
"638","african sedge warbler","bradypterus baboecala","african sedge warbler","bradypterus baboecala","136","17"
"639","barratt's warbler","bradypterus barratti","scrub warbler","bradypterus barratti","136","23"
"640","knysna warbler","bradypterus sylvaticus","knysna scrub warbler","bradypterus sylvaticus","136","26"
"641","victorin's warbler","bradypterus victorini","victorin's scrub warbler","bradypterus victorini","136","22"
"642","broad-tailed warbler","schoenicola brevirostris","broad-tailed warbler","schoenicola platyura (brevirostris)","136","326"
"643","willow warbler","phylloscopus trochilus","willow warbler","phylloscopus trochilus","136","104"
"644","yellow-throated warbler","seicercus ruficapillus","yellow-throated woodland warbler","phylloscopus ruficapilla","136","139"
"645","bar-throated apalis","apalis thoracica","bar-throated apalis","apalis thoracica","136","237"
"646","chiranda apalis","apalis chirindensis","chiranda apalis","apalis chirindensis","136","246"
"647","black-headed apalis","apalis melanocephala","black-headed apalis","apalis melanocephala","136","245"
"648","yellow-breasted apalis","apalis flavida","yellow-chested apalis","apalis flavida","136","231"
"649","rudd's apalis","apalis ruddi","rudd's apalis","apalis ruddi","136","233"
"650","red-faced crombec","sylvietta whytii","red-faced crombec","sylvietta whytii","136","306"
"651","long-billed crombec","sylvietta rufescens","long-billed crombec","sylvietta rufescens","136","309"
"652","red-capped crombec","sylvietta ruficapilla","red-capped crombec","sylvietta ruficapilla","136","302"
"653","yellow-bellied eremomela","eremomela icteropygialis","yellow-bellied eremomela","eremomela icteropygialis","136","291"
"654","karoo eremomela","eremomela gregalis","yellow-rumped eremomela","eremomela gregalis","136","297"
"655","green-capped eremomela","eremomela scotops","green-capped eremomela","eremomela scotops","136","294"
"656","burnt-necked eremomela","eremomela usticollis","burnt-neck eremomela","eremomela usticollis","136","301"
"657","green-backed bleating warbler","camaroptera brachyura","green-backed camaroptera","camaroptera brachyura","136","281"
"658","barred warbler","camaroptera fasciolata","barred camaroptera","camaroptera fasciolata","136","283"
"659","stierling's barred warbler","camaroptera stierlingi","stierling's wren warbler","camaroptera stierlingi","136","284"
"660","cinnamon-breasted warbler","euryptila subcinnamomea","kopje warbler","euryptila subcinnamomea","136","288"
"661","grassbird","sphenoeacus afer","cape grassbird","sphenoeacus afer","136","253"
