"{|1}","ist autor von","wird erw�hnt in"
"dominique betrix","int�gration et utilisation des tic par les formateurs d'enseignants(2007) (erschienen in formation des enseignants et int�gration des tic)",""
"nicolas betschart","ict an der volksschule(2004) &nbsp;&nbsp;&nbsp;",""
"stefan betschon","spinnen kriecher raupenschlepper(2000)",""
"david betteridge","games for language learning &nbsp;&nbsp;",""
"m. bettinaglio","mathematik sehen(1994)",""
"marco bettoni","community-orientierte strategien zur integration von forschung und lehre(2011) &nbsp;&nbsp;&nbsp;",""
"christian betz","semantische annotierung von arztbriefen zur generierung diagnostischer trainingsf�lle(2004) (erschienen in delfi 2004)",""
"joachim betz","auf dem weg zu einer globalisierten welt?(2005) &nbsp;&nbsp;&nbsp;",""
"adrie j.m. beulens","virtual experiments in university education(2009) (erschienen in looking toward the future of technology-enhanced education)",""
"michael beusch","sprachen lernen mit digitalen medien(2007) &nbsp;&nbsp;&nbsp;&nbsp;",""
"albrecht beutelspacher","datenverschl�sselung(1996) (erschienen in log in 5/6/1996)",""
"evelyne bevort","adolescents and the internet(2008) (erschienen in digital literacy)",""
"youcef bey","translating the demgol etymological dictionary of greek mythology with the beytrans wiki(2008) &nbsp;&nbsp;",""
"wolfgang beywl","evaluation(2009) &nbsp;&nbsp;",""
"daniela bez�kov�","teaching theoretical informatics to secondary school informatics teachers(2011) (erschienen in informatics in schools)",""
"jeff bezos","","{amazon.com|everything is miscellaneous|what would google do?}"
"saurav dev bhatta","tackling the problems of quality and disparity in nepal�s school education(2008) &nbsp;&nbsp;",""
"tamara bianco","bloggen - pflicht�bung oder passion?(2008) &nbsp;&nbsp;&nbsp;podcasts als motor partizipativer hochschulentwicklung(2009)knowledge blogs zwischen kompetenz autonomie und sozialer eingebundenheit(2008) &nbsp;&nbsp;&nbsp;","{selbstorganisation im netz|good tags - bad tags|bloggen - pflicht�bung oder passion?|lehrerblogs unter der lupe|pers�nliche weblogs in organisationen|digitale medien f�r lehre und forschung|digitale lernwelten}"
"federico biancuzzi","vision�re der programmierung(2009) &nbsp;&nbsp;",""
"tamara bibby","education - an 'impossible profession'?(2010) &nbsp;&nbsp;",""
"beats bibliothekar","siehe beats bibliothekar","siehe beats bibliothekar"
"peter bichsel","ein tisch ist ein tisch(2009)","{die allm�hliche verfertigung der idee beim schreiben|technische intelligenz oder wie ingenieure �ber computer sprechen|schweiz ohne armee?|schweiz als heimat?}"
"daniela bickler","freie lernorte - raum f�r mehr(2008) &nbsp;&nbsp;&nbsp;freie lernorte - raum f�r mehr(2006) &nbsp;&nbsp;&nbsp;","{freie lernorte - raum f�r mehr}"
"benjamin bidder","die f�nfte gewalt(2010) &nbsp;&nbsp;&nbsp;",""
"christoph bieber","ist powerpoint b�se?(2009)",""
"g�tz bieber","informatische bildung in der sekundarstufe i(2003) (erschienen in log in 122/123/2003)",""
"kurt h. biedenkopf","geistiges eigentum: schutzrecht oder ausbeutungstitel?(2008) &nbsp;&nbsp;",""
"hans biedermann","knaurs lexikon der symbole &nbsp;",""
"horst biedermann","selbstreguliertes lernen als voraussetzung f�r erfolgreiches mathematiklernen(2005)",""
"marcel biefer","k�nnen sie mir mal die butter reichen?(2000)",""
"claudia bieg","entdeckendes lernen mit einem interaktiven online-tutorium zur programmierung in java(2003) (erschienen in delfi 2003)",""
"katherine bielaczyc","design research(2004) &nbsp;&nbsp;&nbsp;designing social infrastructure(2001) &nbsp;&nbsp;","{productive failure|if design-based research is the answer what is the question?|publishing and perishing|innovation ohne forschung?|mobile learning in widening contexts}"
"m�ria bielikov�","considering human memory aspects for adaptation and its realization in aha!(2006) (erschienen in innovative approaches for learning and knowledge sharing)",""
"ute bienengr�ber","1:1-ausstattung(2011) &nbsp;&nbsp;1:1-computer-l�sungen in der schule(2011) &nbsp;&nbsp;1:1-computer-l�sungen in der schule(2011) &nbsp;&nbsp;welche fortbildung wollen lehrerinnen und lehrer?(2002)","{nachhaltigkeit von medienprojekten in der lehrerfortbildung|mobile learning: crossing boundaries in convergent environments}"
"marie a. bienkowski","singapore tablet pc program study(2005) &nbsp;&nbsp;&nbsp;","{integration von tablet pcs im rahmen des medieneinsatzes einer gymnasialen oberstufe}"
"martina bientzle","cscl for intellectually disabled pupils(2011) (erschienen in international journal of computer-supported collaborative learning volume 6)",""
"eric a. bier","a taxonomy of see-through tools(1994)","{toolstone|linking physical and virtual worlds with visual markers and handheld devices}"
"ambrose bierce","the devils's dictionary(1911) &nbsp;&nbsp;&nbsp;","{academic keywords}"
"peter bieri","wie w�re es gebildet zu sein?(2005) &nbsp;&nbsp;&nbsp;","{kritische informations- und medienkompetenz}"
"thomas bieri","lehrpersonen: hoch belastet und trotzdem zufrieden?(2006)die berufliche situation aus der sicht der lehrpersonen(2002) &nbsp;&nbsp;&nbsp;","{lehrpersonen: hoch belastet und trotzdem zufrieden?}"
"urs bieri","schlussbericht netzwerkmonitor 2006(2007) &nbsp;&nbsp;",""
"christine bieri buschor","siehe christine bieri buschor","siehe christine bieri buschor"
"ralf biermann","der mediale habitus von lehramtsstudierenden(2009)lernen(2011) &nbsp;&nbsp;serious games oder taking games seriously?(2010)","{digitale medien in der lehrerinnen- und lehrerbildung|kritische informations- und medienkompetenz}"
"andrea bierschneider-jakobs","zustandsorientierte modellierung und programmierung(2005) (erschienen in log in 134/2005)datenmodellierung und datenbanksysteme(2004) (erschienen in log in 127/2004)",""
"michel biezunski","introduction to the topic maps paradigm(2002) (erschienen in xml topic maps)",""
"cornelia biffi","expertise medien und ict(2009) &nbsp;&nbsp;t�cken und kriterien der beurteilung von lernsoftware(2002) &nbsp;&nbsp;&nbsp;evaluation von bildungssoftware im spannungsfeld von objektivit�t und praktischer anwendung(2002) &nbsp;&nbsp;&nbsp;","{stufen�bergreifendes ict-konzept f�r die z�rcher volksschule|grosser bedarf an p�dagogischem und didaktischem support|umfrage zum stand der integration von medien und ict in der z�rcher volksschule}"
"julian bigelow","behaviour purpose and teleology(1943)","{wir sehen nicht dass wir nicht sehen|tools for thought|teil der welt|short cuts 5|ansichten der wissenschaftsgeschichte|futurum exaktum|norbert wiener|dark hero of the information age}"
"kirk biglione","analyzing the business case for drm(2011) &nbsp;",""
"andreas bihrer","forschendes lernen und medien(2010) &nbsp;&nbsp;",""
"lex bijlsma","free technology academy(2009) (erschienen in iticse 2009)",""
"ausschuss f�r bildung forschung und technikfolgenabsch�tzung","mediennutzung und elearning in schulen(2008) &nbsp;&nbsp;&nbsp;",""
"autorengruppe bildungsberichterstattung","bildung in deutschland 2010(2010) &nbsp;&nbsp;&nbsp;",""
"bildungsdirektion des kantons z�rich","siehe bildungsdirektion des kantons z�rich","siehe bildungsdirektion des kantons z�rich"
"bildungsklick.de","die schule muss autodidakten heranziehen(2010)",""
"hans-martin binder","das einmaleins der tagesschule(2005) &nbsp;&nbsp;",""
"markus binder","die verteidigung der doktorarbeit als �ffentliches spektakel(2010) &nbsp;&nbsp;",""
"carl binding","switch development perspective(2008) (erschienen in expertisen)",""
"carsten binding","multimediales lernen mit cognipedia(2010) (erschienen in delfi 2010)",""
"marilyn binkley","defining twenty-first century skills(2011) &nbsp;&nbsp;",""
"daniel binswanger","die mutter bleibt das zentrum(2011) &nbsp;&nbsp;",""
"mathias binswanger","die tretm�hlen des gl�cks(2006)die absurdit�t der bildungsideologie(2011)vier tretm�hlen die uns vom gl�ck trennen(2006) &nbsp;&nbsp;&nbsp;","{vier tretm�hlen die uns vom gl�ck trennen|in der falle}"
"elke bippus","mediale eigensinnigkeiten(2006) &nbsp;&nbsp;",""
"ken bird","student information systems(2006) &nbsp;&nbsp;&nbsp;","{lernplattformen in schulen}"
"m. h. birnbaum","psychology experiments on the internet",""
"janice biros","changes in computer purchase distribution and maintenance(1998) (erschienen in campus-wide computing)",""
"alex birrer","informatik-reife?(2003) &nbsp;&nbsp;",""
"melita birthaelmer","toward shaping the learning experience(2010) &nbsp;&nbsp;&nbsp;",""
"lu�s biscaia","java2sequence(2011) (erschienen in iticse 2011)",""
"ernestine bischof","informatik erleben(2008) &nbsp;&nbsp;&nbsp;informatik-schnuppereinheiten zur positionierung des unterrichtsfachs(2009)informatik in der volksschule spielerisch erleben(2010) &nbsp;&nbsp;showing core-concepts of informatics to kids and their teachers(2010) &nbsp;&nbsp;&nbsp;computer science in primary schools (2011) (erschienen in informatics in schools)","{25 jahre schulinformatik}"
"urs bischofberger","inform@ msp/os(2006)","{computer und internet in der primarschule}"
"kerstin bischoff","workplace learning(2007) (erschienen in creating new learning experiences on a global scale)",""
"rainer bischoff","wirtschaftsinformatik als nervensystem der wirtschaft(1995) (erschienen in innovative konzepte f�r die ausbildung)",""
"sandra bischoff","orientierung im mediendschungel(2009)",""
"stephan bischoff","geometrisches modellieren mit polygonnetzen(2001) (erschienen in log in 5/6/2001)",""
"tobias bischoff","idea(2007) (erschienen in iticse 2007)",""
"anne bishop","instructor mobile audience response system(2006) (erschienen in audience response systems in higher education)",""
"jonathan bishop","the role of multi-agent social networking systems in ubiquitous education(2009) (erschienen in multiplatform e-learning systems and technologies)",""
"m. j. bishop","the clipper project(2007) (erschienen in educause quarterly 1/07)",""
"stefan bisitz","content sharing bei elektronischen assessments(2010) (erschienen in delfi 2010)",""
"katharina bissegger","computer im kindergarten(2001)","{klicken lesen und spielend lernen|stufen�bergreifendes ict-entwicklungskonzept f�r die schulen des kantons solothurn}"
"michel bitbol","is consciousness primary?(2009) &nbsp;&nbsp;&nbsp;",""
"matteo bittanti","hanging out messing around and geeking out(2010) &nbsp;&nbsp;&nbsp;living and learning with new media(2008) &nbsp;&nbsp;&nbsp;","{medienbildung und medienkompetenz|umfeldmonitoring: risiken und gefahren im internet f�r sch�lerinnen und sch�ler der volksschule|rewired|konstruktionst�tigkeit mit digitalen medien|lernen in der netzwerkgesellschaft|kinder und jugendliche im internet|hanging out messing around and geeking out}"
"marlies bitter-rijpkema","design patterns as guidance for designers of groupware used by team for the development of innovative products(2011) (erschienen in investigations of e-learning patterns)",""
"susan bittkau-schmidt","wissen und handeln in virtuellen sozialen welten(2008) &nbsp;&nbsp;",""
"frank bitzer","online - brother is watching you(2003) &nbsp;&nbsp;",""
"philipp bitzer","steigerung von interaktivit�t individualit�t und lernerzufriedenheit in einer universit�ren massenveranstaltung durch mobile endger�te (2011) &nbsp;&nbsp;&nbsp;motivation und herausforderungen f�r dozenten bei der einf�hrung von mobile learning(2011) &nbsp;&nbsp;&nbsp;",""
"robert p. biuk-aghai","a method for category similarity calculation in wikis(2010) &nbsp;&nbsp;&nbsp;chatting in the wiki(2010) (erschienen in wikisym 2010)what did they do?(2010) &nbsp;&nbsp;&nbsp;a method for measuring co-authorship relationships in mediawiki(2008) (erschienen in wikisym 2008)",""
"susanne biundo","was ist informatik?(2006) &nbsp;&nbsp;&nbsp;","{log in 135: standards in der informatischen bildung|fachdidaktische diskussion von informatiksystemen und der kompetenzentwicklung im informatikunterricht|25 jahre schulinformatik}"
"zuzana bizonova","model driven e-learning platform integration(2007) (erschienen in proceedings of the ec-tel 2007 prolearn doctoral consortium)",""
"erling bjarki bj�rgvinsson","self-produced video to augment peer-to-peer learning(2004) (erschienen in learning with mobile devices)",""
"g. a. blaauw","computer architecture(1997)","{software pioneers|die nintendo-generation lernt programmieren}"
"michael david black","teaching computer architecture with a graphical pc simulator(2011) (erschienen in iticse 2011)",""
"simon blackburn","the oxford dictionary of philosophy(1996) &nbsp;&nbsp;",""
"susan blackmore","consciousness(2005)the meme machine(1999)","{e-man|xml topic maps|the emotion machine}"
"alan f. blackwell","a taxonomy of diagram taxonomies(1998) &nbsp;&nbsp;&nbsp;",""
"georg blaha","internet-technologie zur unterst�tzung 'offenen lernens' in der oberstufe(2000)","{lehren und lernen mit ikt i}"
"don blaheta","democracy in the classroom(2009) (erschienen in iticse 2009)a visual proof of amortised-linear resizable arrays(2009) (erschienen in iticse 2009)",""
"andrej blaho","informatics in primary school(2011) (erschienen in informatics in schools)",""
"tony blair","europe is falling behind(2005)",""
"robert j. blake","brave new digital classroom(2008) &nbsp;&nbsp;",""
"sally blake","technology and young children(2011) &nbsp;&nbsp;",""
"gerold blakowski","soziale eingebundenheit als schl�sselfaktor im e-learning(2003) &nbsp;&nbsp;&nbsp;",""
"philippe blanchard","sprachliche netzwerke(2008)",""
"bettina blanck","erw�gungsdidaktik und erw�gungsorientiertes lernen und lehren im netz(2011) &nbsp;&nbsp;&nbsp;",""
"ann blandford","wombat(1990) (erschienen in iccal '90)",""
"douglas s. blank","a music context for teaching introductory computing(2009) (erschienen in iticse 2009)",""
"reiner blank","der mbti(1992)typisch mensch(1999)",""
"juan-manuel de blas","a multidisciplinary computer science master program(2008) (erschienen in iticse 2008)automatic e-learning contents composition by using gap analysis techniques(2009) (erschienen in iticse 2009)",""
"edith blaschitz","offener bildungsraum hochschule(2008) &nbsp;&nbsp;&nbsp;&nbsp;zwischen re-orientation und kampf gegen schmutz und schund'(2008) &nbsp;&nbsp;&nbsp;","{e-learning: eine zwischenbilanz|digitale medien f�r lehre und forschung|digitale medien in der lehrerinnen- und lehrerbildung|delfi 2011|kritische informations- und medienkompetenz}"
"j. blat","the role of teachers in editing and authoring units of learning using ims learning design(2005) &nbsp;&nbsp;&nbsp;computer assisted assessment patterns for different target users(2011) (erschienen in investigations of e-learning patterns)",""
"inge blatt","schreibprozesse im medialen wandel(2004)der computer im deutschunterricht der grundschule(2001)","{ict in primarschulen|digitaler campus|social software als wesentlicher bestandteil eines blended learning designs|computer (ict) grundschule kindergarten und neue lernkultur|webliteralit�t}"
"birgit bl�ttel-mink","kompendium der innovationsforschung(2006) &nbsp;&nbsp;",""
"andreas bl�ttler","dis connecting media(2011)",""
"ina blau","children's participation patterns in online communities(2009) &nbsp;&nbsp;&nbsp;",""
"uwe blazey","ein metriken basierter ansatz f�r das informationsmanagement von e-learning projekten(2005) (erschienen in delfi 2005)",""
"j�rg blech","heillose medizin(2005)die krankheitserfinder(2003)",""
"peter bleckmann","interaktive lernobjekte in einem mobilen einsatzumfeld(2005) (erschienen in delfi 2005)",""
"ron bleed","the it leader as alchemist(2006) (erschienen in educause review 41/1)",""
"wolf-gideon bleek","medienunterst�tztes lernen(2002) &nbsp;&nbsp;",""
"holger bleich","die abmahn-industrie(2009) &nbsp;&nbsp;nicht greifbar(2009) &nbsp;&nbsp;",""
"a. l. bleloch","how to model it(1994) &nbsp;&nbsp;",""
"axel m. blessing","videoclipquests as an e-learning pattern(2011) (erschienen in investigations of e-learning patterns)",""
"jessica blevins","muddy hill games(2011) (erschienen in iticse 2011)",""
"gerhard blickle","arbeits- und organisationspsychologie(2008) &nbsp;&nbsp;",""
"joachim bliemeister","informationstechnische grundbildung in der sekundarstufe i in den allgemeinbildenden schulen des landes rheinland-pfalz.(1986) (erschienen in informatik-grundbildung in schule und beruf)",""
"mathias bliemeister","ansichten zur kommentarkultur in weblogs(2010) &nbsp;&nbsp;&nbsp;","{neuere trends im internet und elearning}"
"sonja blignaut","using cognitive edge methods for knowledge creation and collective sensemaking(2009) (erschienen in hands-on knowledge co-creation and sharing)",""
"alan s. blinder","fear of offshoring(2005) &nbsp;&nbsp;&nbsp;","{the world is flat}"
"joel bloch","blogging and academic writing development(2008) (erschienen in handbook of research on computer-enhanced language acquisition and learning)",""
"ulrich block","das sieben-schritte-schema zur dekonstruktion objektorientierter software(2002) (erschienen in modellierung in der informatischen bildung)","{didaktisches system f�r objektorientiertes modellieren im informatikunterricht der sekundarstufe ii|lehr- lernprozesse im informatik-anfangsunterricht|fachdidaktische diskussion von informatiksystemen und der kompetenzentwicklung im informatikunterricht}"
"wim blockmans","z�hlen die geistes- und sozialwissenschaften mit?(2007)",""
"eva bl�meke","�konomie der buchindustrie(2009)",""
"sigrid bl�meke","siehe sigrid bl�meke","siehe sigrid bl�meke"
"fran�ois-marie blondel","spreadsheet knowledge and skills of french secondary school students(2008) (erschienen in informatics education - supporting computational thinking)","{25 jahre schulinformatik}"
"r. blondon","design and implementation of courseware for teaching programming languages(1992) (erschienen in iccal '92)",""
"jonas blonskis","analysis of students' developed programs at the maturity exams in information technologies(2008) (erschienen in informatics education - supporting computational thinking)evolution of informatics maturity exams and challenge for learning programming(2006) (erschienen in informatics education - the bridge between using and understanding computers)",""
"b. s. bloom","siehe b. s. bloom","siehe b. s. bloom"
"howard bloom","global brain(2000) &nbsp;&nbsp;","{web of life}"
"aaron bloomfield","a tablet-based paper exam grading system(2008) (erschienen in iticse 2008)",""
"andreas blum","overnewsed - underinformed(2007) &nbsp;&nbsp;",""
"manuel blum","telling humans and computers apart (automatically)(2004) &nbsp;&nbsp;&nbsp;",""
"andreas blumauer","semantic web(2006)","{medienwelt von morgen - herausforderung f�r heute|der einsatz von weblogs und wikis im berufsschulunterricht}"
"lillian blume","a communication skills for computer scientists course(2009) (erschienen in iticse 2009)",""
"clemens bl�mel","institutionelle muster der wissensproduktion in den optischen technologien(2008)",""
"phyllis blumenfeld","handheld devices are ready-at-hand(2001) &nbsp;&nbsp;&nbsp;k-12 and the internet(2000) &nbsp;&nbsp;&nbsp;the three ts of elementary education(2000) &nbsp;&nbsp;&nbsp;","{handheld use in k-12|unlocking the learning value of wireless mobile devices|sketchmap|computer supported collaborative learning using wirelessly interconnected handheld computers|palm education pioneers program|learning to solve problems with technology (2nd ed.)|konzepte und wirkungszusammenh�nge bei beschaffung und betrieb von informatikmitteln an schulen|computer support for collaborative learning|pda macht schule|informatische bildung in der wissensgesellschaft|bringing schools into the 21st century}"
"karl bl�ml","wie bew�ltigen unsere sch�ler/innen unterschiedliche texttypen?(2002) &nbsp;&nbsp;wie beurteilen unsere sch�ler/innen den deutschunterricht?(2002) &nbsp;&nbsp;",""
"sandro blumrich","schulsysteme und informatische bildungim internationalen vergleich(2007) &nbsp;&nbsp;&nbsp;",""
"astrid blumstengel","entwicklung hypermedialer lernsysteme(1998) &nbsp;&nbsp;&nbsp;&nbsp;","{das lehrbuch der zukunft|das essener-lern-modell (elm)|computereinsatz an �sterreichischen grundschulen|didaktisches interaktions- und informationsdesign|digitaler campus|cscl-kompendium|internet in der grundschule|mobiles cscl in der universit�ren lehre|zwischen vision�rer euphorie und praktischer ern�chterung|mapa - a mapping architecture for people�s associations|ad fontes|ver�nderungen wissenschaftlicher literalit�t durch digitale medien|mobiles lernen in der praxis|information and computer literacy|interactive learning environments for mathematical topics}"
"john w. blyth","teaching machines and human beings(1960)",""
"russell d. blyth","effective live online faculty development workshops(2006) (erschienen in educause quarterly 4/2006)",""
"giancarlo bo","advanced personalized learning and training applications through mobile technologies and services(2006) (erschienen in innovative approaches for learning and knowledge sharing)",""
"john boardman","systems thinking(2008) &nbsp;&nbsp;",""
"richard boardman","stuff goes into the computer and doesn�t come out(2004) &nbsp;&nbsp;&nbsp;",""
"magdalena bober","ukchildrengoonline(2005) &nbsp;&nbsp;",""
"marcie j. bober","the complexities of measuring technological literacy(2006) (erschienen in handbook of research on literacy in technology at the k-12 level)",""
"annette bobrik","dynamische analyse von netzwerken elektronischer kommunikation(2008)",""
"dmitri bobrovnikoff","coe: tools for collaborative ontology development and reuse(2005) &nbsp;&nbsp;&nbsp;",""
"william bobrowsky","handheld use in k-12(2002) &nbsp;&nbsp;&nbsp;","{pocket picomap|konzepte und wirkungszusammenh�nge bei beschaffung und betrieb von informatikmitteln an schulen|pda macht schule|international journal of interactive mobile technologies (ijim)}"
"stefania bocconi","wiki supporting formal and informal learning(2012)",""
"carlotta von bock","neue institutionen�konomie und netzwerkanalyse(2008)",""
"caroline bock","das ipad im schuleinsatz(2011) &nbsp;&nbsp;&nbsp;",""
"nicola bock","tanz mit der welttanz mit der welt(1997) (erschienen in konstruktivismus und kognitionswissenschaft)",""
"reinhard bock","transatlantisches geschichtsprojekt(1996) (erschienen in log in 4/1996)",""
"wolfgang bock","profsys(1998) &nbsp;systembbetreuung(1998) (erschienen in log in 3/4/1998)","{beschaffung und betrieb von informatikmitteln an allgemeinbildenden schulen|it-management in schulen|regionale it-planung f�r schulen|konzepte und wirkungszusammenh�nge bei beschaffung und betrieb von informatikmitteln an schulen}"
"margit b�ck","lesen in der medienvielfalt(2002) &nbsp;&nbsp;bedingungen der lesesozialisation(2002) &nbsp;&nbsp;lesef�rderung an den schulen(2002) &nbsp;&nbsp;buchlesen und lese-kompetenz(2002) &nbsp;&nbsp;lesegewohnheiten lesesozialisation und lesef�rderung(2001) &nbsp;&nbsp;das leseumfeld der 15-/16-j�hrigen(2002) &nbsp;&nbsp;",""
"christine b�ckelmann","theorie versus praxis?(2006) &nbsp;die tertiarisierung der lehrerinnen- und lehrerbildung in der schweiz im kontext allgemeiner fragen der hochschulentwicklung(2011)von der notwendigkeit einer neudefinition der allgemeinen didaktik(2004) (erschienen in allgemeine didaktik revisited)",""
"arndt bode","delfi 2003(2003)lernersteuerung im rgu(1974) (erschienen in rechner-gest�tzter unterricht)web 2.0: strategievorschl�ge zur st�rkung von bildung und innovation in deutschland(2007) &nbsp;&nbsp;die e-strategie der technischen universit�t m�nchen(2008) (erschienen in e-strategy)","{wissensprojekte|kooperative technologien in arbeit ausbildung und zivilgesellschaft}"
"markus bode","realisierung eines sicherheits- und rechtemanagements f�r elektronische pr�fungen an hochschulen mittels software-proxy(2009)",""
"nina bode-kirchhoff","studentinnen organisieren ihre ausbildung selbst(2003) &nbsp;&nbsp;",""
"margaret a. boden","mind as machine &nbsp;&nbsp;","{from bricks to brains}"
"marc bodmer","videospiele: 10. kunst oder teufelszeug(2009) &nbsp;&nbsp;&nbsp;peng peng! - du bist tot(2003) &nbsp;&nbsp;mensch �rgere dich nicht(2002) &nbsp;&nbsp;&nbsp;",""
"edith bodo","analyse des schulbuchs das deutschmobil als lehrwerk an schulen ungarns(2011) (erschienen in schulbuchforschung in europa)",""
"manuel boeck","mapa - a mapping architecture for people�s associations(2004) &nbsp;&nbsp;&nbsp;",""
"volker boehme-ne�ler","bilderrecht: die macht der bilder und die ohnmacht des rechts &nbsp;&nbsp;",""
"lisa von boehmer","fit4campus(2011) &nbsp;&nbsp;&nbsp;",""
"david boehringer","library of labs (lila)(2009)",""
"dietrich boelter","die neuen meinungsmacher(2005)","{weblogs in der wissensgesellschaft|foren wikis weblogs und chats im unterricht|wissensarbeit mit social software|erkundungen des bloggens|hands-on knowledge co-creation and sharing|zum beitrag von weblogs zur konstitution einer organisationsidentit�t|bloggen - pflicht�bung oder passion?}"
"klaus boettche","java jetzt - adieu pascal(1997) (erschienen in log in 6/1997)",""
"daniel boettcher","ada - dieser zug hat versp�tung(2007) &nbsp;&nbsp;&nbsp;",""
"wolfgang boettcher","grammatiksozialisation in schule hochschule und referendarausbildung(1994) (erschienen in fachdidaktik deutsch)",""
"j�rgen bofinger","digitale medien im fachunterricht(2007)","{nachhaltigkeit von medienprojekten in der lehrerfortbildung|hamburger netbook-projekt}"
"bogdanow","","{lebensnetz}"
"manfred bogen","arise - augmented reality in school environments(2006) (erschienen in innovative approaches for learning and knowledge sharing)",""
"dieter b�genhold","metapher methode theorie(2008)",""
"christian bogner","aufgabenprototypen zur unterst�tzung der selbststeuerung im ressourcen-basierten lernen (2011) (erschienen in delfi 2011)",""
"stefan b�hi","medienkompetenz in der informationsgesellschaft(2003) &nbsp;&nbsp;&nbsp;","{it im schulischen kontext|computer (ict) grundschule kindergarten und neue lernkultur|internetnutzung von 12- bis 16-j�hrigen jugendlichen|medienbildung und medienkompetenz|medienkompetenzf�rderung: das iphone im unterricht|medienkompetenz und medienerzieherisches handeln von eltern|kritische informations- und medienkompetenz}"
"oliver bohl","gestaltungsm�glichkeiten bei der schaffung nachhaltiger elearning gesch�ftsmodelle durch deutsche staatliche hochschulen(2003) (erschienen in delfi 2003)",""
"thorsten bohl","wissenschaftliches arbeiten im studium der p�dagogik(2008)neuer unterricht - neue leistungsbewertung(2003)",""
"gisela bohle","sch�ler erstellen arbeitsbogen f�r sch�ler (teil 2)(2001) (erschienen in log in 2/2001)sch�ler erstellen arbeitsbogen f�r sch�ler (teil 1)(2001) (erschienen in log in 1/2001)",""
"christian b�hler","webbasiertes lernen in unternehmen - entscheider/innen zielgruppen lernformen und erfolgsfaktoren(2011) &nbsp;&nbsp;&nbsp;",""
"michael b�hler","hyperfiction(1999) &nbsp;","{netzkunstw�rterbuch|schreiben am netz|klicken lesen und spielend lernen|geschichte im netz: praxis chancen visionen|geschichte(n) im netzwerk}"
"david bohm","siehe david bohm","siehe david bohm"
"jeanette b�hme","schule am ende der buchkultur(2006)e-learning und der buchkulturelle widerstand gegen eine entschulung der gesellschaft(2005) &nbsp;&nbsp;&nbsp;",""
"hartmut bohnacker","generative gestaltung: entwerfen. programmieren. visualisieren(2009)",""
"albrecht bohnenkamp","computer im grundschulunterricht?(1993)",""
"marina b�hner","selbststudium und web 2.0(2010)",""
"s. bohnet","klassenfest - eine unterrichtseinheit f�r m�dchen und jungen im itg-unterricht(1995) (erschienen in innovative konzepte f�r die ausbildung)",""
"sabine bohnet-joschko","wissensmanagement im krankenhaus(2006)",""
"doreen b�hnstedt","bildung einer community zur vermittlung von e-learning erfahrungen auf basis semantischer netze(2009)interaktive visualisierung von wissensressourcen einer lerncommunity und modellierung eines ressourcenpfads (2011) (erschienen in delfi 2011)von tags zu semantischen netzen(2009)anwendungen und nutzen der automatischen erkennung von web-genres in pers�nlichen und community-wissensnetzen(2009)einsatz und evaluation eines zielmanagement-werkzeugs bei der selbstregulierten internet-recherche(2008) (erschienen in delfi 2008)einsatz pers�nlicher wissensnetze im ressourcen-basierten lernen(2008) &nbsp;&nbsp;&nbsp;","{delfi 2008}"
"stephanie c. bohr","serious games(2006) (erschienen in educause quarterly 3/2006)","{bringing schools into the 21st century}"
"joachim b�hringer","pr�sentieren in schule studium und beruf(2008) &nbsp;&nbsp;",""
"charles boisvert","a visualisation tool for the programming process(2009) (erschienen in iticse 2009)",""
"christian boitet","translating the demgol etymological dictionary of greek mythology with the beytrans wiki(2008) &nbsp;&nbsp;",""
"uldis bojars","sioc browser - towards a richer blog browsing experience(2007) (erschienen in blogtalks reloaded)",""
"arnfried b�ker","handymania(2008) (erschienen in web 2.0: jugend online als p�dagogische herausforderung)",""
"albert bokma","adaptive navigation for mobile devices(2004) (erschienen in learning with mobile devices)",""
"mary bold","use of wikis in graduate course work(2005)","{wikis to support the collaborative part of collaborative learning|einsatzm�glichkeiten von wikis in der ausbildung|the isle is full of noises|the effects of using a wiki on student engagement and learning of report writing skills in a university statistics course|using wikis for collaborative learning|wikisym 2007}"
"jeff boleng","interactive tools in the graphics classroom(2011) (erschienen in iticse 2011)",""
"cornelia boles","objektorientierte programmierung spielend gelernt(2004) &nbsp;&nbsp;",""
"dietrich boles","programmieren spielend gelernt(1999) &nbsp;&nbsp;objektorientierte programmierung spielend gelernt(2004) &nbsp;&nbsp;multimedia-tutorensysteme(1998) (erschienen in log in 1/1998)spielerisches erlernen der programmierung mit dem java-hamster modell(2005) (erschienen in unterrichtskonzepte f�r informatische bildung)","{programming in schools - why and how?|kara finite state machines and the case for programming as part of general education|theory of computation as a vehicle for teaching fundamental concepts of computer science|programmieren mit kara|unterrichtskonzepte f�r informatische bildung}"
"paolo bolettieri","a digital library framework for reusing e-learning video documents(2007) (erschienen in creating new learning experiences on a global scale)",""
"ettore bolisani","building the knowledge society on the internet(2008) &nbsp;&nbsp;",""
"andreas bolka","snips & spaces(2006)",""
"michael b�lker","information und menschenbild(2010) &nbsp;&nbsp;",""
"lars bollen","is there a way to e-bologna? cross-national collaborative activities in university courses(2006) (erschienen in innovative approaches for learning and knowledge sharing)kooperative pr�sentations- und modellierungswerkzeuge in informatik-orientierten studieng�ngen(2004)",""
"sara alloatti boller","sprachen lernen mit digitalen medien(2007) &nbsp;&nbsp;&nbsp;&nbsp;",""
