"red-winged pytilia","p. phoenicoptera","mu area (2 birds in total)"
"grey-headed oliveback","nesocharis capistrata","b (3)"
"brown twinspot","clytospiza monteiri","b"
"dusky crimsonwing","cryptospiza jacksoni","rz"
"red-headed bluebill","spermophaga ruficapilla","mf"
"black-bellied seedcracker","pyrenestes ostrinus","sm b"
"red-cheeked cordonbleu","uraeginthus bengalus","mb lm b"
"red-billed firefinch","lagonosticta senegala","widespread"
"african firefinch","l. rubricata","qe b mu area"
"bar-breasted firefinch","l. rufopicta","mu - pair at regular spot down by paraa ferry crossing (south side)"
"yellow-bellied waxbill","estrilda quartinia","rz"
"common waxbill","e. astrilid","qe"
"black-rumped waxbill","e. troglodytes","mu area"
"fawn-breasted waxbill","e. paludicola","b qe"
"black-crowned waxbill","e. nonnula","bh en route to rz"
"black-headed waxbill","e. atricapilla","rz mg"
"black-faced waxbill","e. erthronotos","en route to mu"
"bronze mannikin","lonchura cucullata","widespread"
"black-and-white mannikin","l. bicolor","en route to rz sm b"
"magpie mannikin","l. fringilloides","bh"
"pin-tailed whydah","vidua macroura","widespread"
"village indigobird","v. chalybeata","qe b en route to mu"
"brimstone canary","serinus sulphuratus","lb qe mf"
"yellow-fronted canary","s. mozambicus","bh (under-recorded)"
"yellow-crowned canary","s. canicollis","bh"
"thick-billed seedeater","s. burtoni","bh rz"
"african citril","s. citrinelloides","bh b lb mf"
"white-rumped seedeater","s. leucopygius","mu"
"streaky seedeater","s. striolatus","rz"
"oriole finch","linurgus olivaceus","bh (single)"
"cinnamon-breasted rock bunting","emberiza tahapisi","single en route to mu (escarpment near butiaba)"
"african golden-breasted bunting","e. flaviventris","bh (nest found) qe"
"brown-rumped bunting","e. affinis","mu - pair north of the nile"
"cabanis's bunting","e. cabanisi","b - single in cultivated area before royal mile."
