"waterbody id","resource name","alt. names","type"
"6032","looking glass (07-09)","NULL","pond"
"5136","lord lake","lords lake","lake"
"6057","lower foothill pond (10-07)","NULL","pond"
"21012","lower manatee river","NULL","stream"
"20011","lower tampa bay","NULL","bay"
"7","lower tampa bay watershed","NULL","watershed"
"7426","lucerne lake","NULL","lake"
"5337","lutz lake","little hobbs lake","lake"
"160549","mack lake (lakeland)","NULL","lake"
"20130","madeline lake","NULL","lake"
"5168","magdalene lake","NULL","lake"
"5932","magdelene reserve (95-211)","NULL","pond"
"7348","maggiore pond","NULL","lake"
"7349","maggiore lake","NULL","lake"
"7306","maggoire borrow pit 1","NULL","lake"
"7308","maggoire borrow pit 2","NULL","lake"
"7412","maidstonce property owners (07-06)","NULL","pond"
"21018","manatee river - east fork","NULL","stream"
"21044","manatee river - north fork","NULL","stream"
"21007","manatee river estuary","NULL","bay"
"52","manatee river watershed","NULL","watershed"
"50000","manatee lake","NULL","lake"
"5776","mandarin lakes (03-19)","NULL","pond"
"198","mango canal","mango channel","stream"
"5231","mango lake","NULL","lake"
"20164","mann pond","NULL","lake"
"5971","manor oaks (04-05)","NULL","pond"
"5934","manors of white trout ii (94-077)","NULL","pond"
"6014","manorwood circle (06-33)","NULL","pond"
"5912","maplewood village- pond d (00-01)","NULL","pond"
"5150","marlee lake","NULL","lake"
"56","marsh branch","NULL","stream"
"5820","marsh crossings (05-14)","94-142 (country place)","pond"
"5919","marshall middle school (95-222)","NULL","pond"
"5059","martha lake","NULL","lake"
"6004","mary bryant elementary (06-03)","NULL","pond"
"20131","mary lou lake","lake mary","lake"
"5165","maurine lake","fairy lake","lake"
"7388","mayfair woods (06-10)","NULL","pond"
"5664","mcateer lake","NULL","lake"
"57","mccollough branch creek","NULL","stream"
"6080","mccomas lake","NULL","lake"
"5966","mccrea pond family (04-13)","NULL","pond"
"937","mckay creek","NULL","stream"
"1002284","mckee lake","NULL","lake"
"42789","mclewis bayou","NULL","stream"
"21038","mcmullen creek","NULL","stream"
"5237","mead lake","NULL","lake"
"14811","meadows pond p3-182","NULL","lake"
"160415","meadowview lake","NULL","lake"
"5464","medard reservoir","medard park","lake"
"5972","memory lane hoa (04-09)","NULL","pond"
"160759","meridian lake","NULL","lake"
"5056","merry lake","NULL","lake"
"5096","merrywater lake","NULL","lake"
"5650","mid lake","NULL","lake"
"5602","middle lake","NULL","lake"
"20007","middle tampa bay","NULL","bay"
"56","middle tampa bay watershed","NULL","watershed"
"5651","middle valrico lake","NULL","lake"
"6040","mill bayou","NULL","bay"
"82","mill creek","westside canal","stream"
"21039","mill creek","NULL","stream"
"5376","mill lake","NULL","lake"
"20132","minniola lake","NULL","lake"
"963","minnow creek","NULL","stream"
"5959","miracle workers (04-01)","NULL","pond"
"160781","miriam lake","NULL","lake"
"7347","mirror lake","NULL","lake"
"160566","mirror lake (lakeland)","NULL","lake"
"161966","misty lake","NULL","lake"
"58","mizelle creek","NULL","stream"
"909","moccasin creek","NULL","stream"
"7265","moccasin lake","NULL","lake"
"5837","monaco garden (92-003)","NULL","pond"
"51506","montego bay","NULL","lake"
"21040","moody branch","NULL","stream"
"5286","moody pond","NULL","lake"
"5411","moore lake","NULL","lake"
"5658","morris lake","NULL","lake"
"160591","morton lake","NULL","lake"
"50004","moses hole","NULL","lake"
"20133","moss lake","NULL","lake"
"1001366","moss lake","NULL","lake"
"5965","mossvale lane (04-11)","NULL","pond"
"5057","mound lake","NULL","lake"
"160875","mountain lake (mulberry)","NULL","lake"
"1001377","mud lake","NULL","lake"
"20134","mud lake i","NULL","lake"
"160986","mulberry pit","y pit","lake"
"939","mullet creek","NULL","stream"
"14609","myakka river","NULL","stream"
"5061","myrtle lake","NULL","lake"
"20151","myrtle lake","NULL","lake"
"5035","nancy lake","NULL","lake"
"1001402","nash lake","NULL","lake"
"7414","natures classroom (06-07)","NULL","pond"
"5968","ne shadow pond (04-17)","NULL","pond"
"5921","neighbors of whisper sound (02-15)","NULL","pond"
"5976","nelson elementary (04-07)","NULL","pond"
"59","new river","NULL","stream"
"20186","new river pond","NULL","lake"
"5331","new ryan lake","NULL","lake"
"5170","newlands lake","NULL","lake"
"5381","no name lake","NULL","lake"
"30060","nonsense creek","NULL","stream"
"161401","noralyn mine lake","NULL","lake"
"5053","norbert lake","NULL","lake"
"5388","noreast lake","NULL","lake"
"5818","norhtwest elementary (98-04)","NULL","pond"
"194","north archie creek","NULL","stream"
"5181","north lake","NULL","lake"
"53645","north lake","NULL","lake"
"5813","northdale (98-16)","NULL","pond"
"5825","northdale section c (93-043)","NULL","pond"
"5814","northdale section k ii (95-182)","NULL","pond"
"5826","northdale section m (93-039)","NULL","pond"
"5793","nutrixan (06-17)","98-15 (pebblebrook)","pond"
"160870","oak lake","NULL","lake"
"5944","oak ledge (97-231)","NULL","pond"
"5111","oakely lake","lake simmons","lake"
"20190","oakes pond","NULL","lake"
"5936","oakview terrace residents (91-01)","NULL","pond"
"1002196","o'erry lake","NULL","lake"
"20010","old tampa bay","NULL","bay"
"5030","osceola lake","lake jackson lake osceola","lake"
"6003","osprey park (06-01)","NULL","pond"
"5917","osprey park ponders (01-12)","NULL","pond"
"19065","osprey lake","pond p5-2","lake"
"60","owens branch creek","NULL","stream"
"5981","paddock trail (05-21)","NULL","pond"
"20135","padgett lake","NULL","lake"
"52409","palm lake","NULL","lake"
"5882","palm ridge (98-23)","NULL","pond"
"61","palm river","six mile creek tampa bypass canal","stream"
"21048","palma sola creek","NULL","stream"
"5801","palmer's pond (99-12)","NULL","pond"
"5998","palomino ct (06-15)","NULL","pond"
"5879","park village (00-07)","NULL","pond"
"20157","parker lake","NULL","lake"
"1001493","parker lake","NULL","lake"
"20101","parker lake","lake ann","lake"
"160449","parker lake (lakeland)","NULL","lake"
"52071","parrish lake","NULL","lake"
"7039","pasadena lake","NULL","lake"
"20191","pasadena lake","NULL","lake"
"20136","patient lake","NULL","lake"
"6974","patricia lake","NULL","lake"
"21049","peacock branch","NULL","stream"
"53363","peanut lake","NULL","lake"
"5070","pearl lake","geraci lake","lake"
"62","pelleham branch creek","NULL","stream"
"63","pemberton creek","mill creek","stream"
"6008","pemberton creek dr (06-25)","NULL","pond"
"14321","phillippi canal 3-16","NULL","stream"
"14362","phillippi canal 3-39","NULL","stream"
"14426","phillippi canal 46-118","NULL","stream"
"14504","phillippi canal 6-132","NULL","stream"
"14421","phillippi creek main a","NULL","stream"
"14318","phillippi creek main b","NULL","stream"
"14486","phillippi creek main c","NULL","stream"
"5935","pico pond (99-09)","NULL","pond"
"83","pierce branch creek","NULL","stream"
"1001524","pierce lake","NULL","lake"
"160871","pine lake","NULL","lake"
"5979","pine pond","golfside pond","lake"
"5390","pine lake","NULL","lake"
"941","pinebrook canal","NULL","stream"
"965","pinellas park ditch","NULL","stream"
"977","pinellas park ditch #5","NULL","stream"
"5883","pinerose yacht club (09-01)","95-215 (lakeview village sec d)","pond"
"21050","piney point creek","NULL","stream"
"5202","place lake","NULL","lake"
"7050","placid lake","NULL","lake"
"7427","placido lake","NULL","lake"
"6051","plantation greenbrook-brightside pond (09-06)","NULL","pond"
"5367","platt lake","NULL","lake"
"50170","pleasant lake","NULL","lake"
"1001545","point lake","NULL","lake"
"21051","poley branch","NULL","stream"
"181967","poley creek","NULL","stream"
"5148","politz lake","little bass lake","lake"
"64","pollard branch","NULL","stream"
"160760","pollock lake","NULL","lake"
"14679","pond dp3-28","NULL","pond"
"19802","pond dp3-31a","NULL","pond"
"6020","pond dwellers (11-03)","pondwatch (06-913)","pond"
"5881","pond pals of hickory hill (00-10)","NULL","pond"
"1001913","pond the","NULL","lake"
"5629","pondwatch (06-902)","dosson lake lake dobson","lake"
"5931","pondwatch (06-903)","93-054 (lake ellen circle)","pond"
"6021","pondwatch (06-904)","NULL","pond"
"6022","pondwatch (06-905)","NULL","pond"
"5643","pondwatch (06-906)","lake dorothea little twin lake","lake"
"6018","pondwatch (06-907)","NULL","pond"
"6024","pondwatch (06-908)","autumn leaves pond","pond"
"6019","pondwatch (06-909)","NULL","pond"
"6023","pondwatch (06-910)","NULL","pond"
"6027","pondwatch (06-911)","NULL","pond"
"5782","pondwatch (06-912)","98-25 (trucious pond action comm)","pond"
"5637","pondwatch (07-901)","swan lake","pond"
"6028","pondwatch (07-902)","NULL","pond"
"5600","pondwatch (07-904)","north lake","pond"
"5991","preston woods (05-07)","NULL","pond"
"5125","pretty lake","NULL","lake"
"20167","pretty pond","NULL","lake"
"18973","pruit lake","NULL","lake"
"6052","pura vida pond (pure life pond) (09-04)","NULL","pond"
"6001","quail ridge pond (06-23)","NULL","pond"
"18933","racimo pond 1","pond l5-37 racimo #1 lake","pond"
"18934","racimo pond 2","pond l5-38 racimo #2 lake","pond"
"16305","racimo pond 3","pond l5-39 racimo #3 lake","pond"
"18939","racimo pond 4","pond l5-40 racimo #4 lake","pond"
"1002134","rafters the","NULL","lake"
"5107","rainbow lake","NULL","lake"
"5135","raleigh lake","lake dorothy","lake"
"5869","ranch lake (97-242)","NULL","pond"
"911","rattlesnake creek","NULL","stream"
"21052","rattlesnake slough","NULL","stream"
"14687","ravenwood pond #2","pond l3-42","pond"
"14691","ravenwood pond 1","pond l3-41 ravenwood #1 lake","pond"
"20181","ray pond","NULL","lake"
"20137","red bug lake","NULL","lake"
"5938","regalwoods (98-10)","NULL","pond"
"5083","reinheimer lake","arbor lake","lake"
"5958","reynoldswood pond (03-17)","NULL","pond"
"65","rice creek","NULL","stream"
"7415","ridgecrest ymca (06-04)","NULL","pond"
"7049","ripple lake (04-04)","pine oak lake","pond"
"5915","river close (01-06)","NULL","pond"
"5914","river hills country club (98-29)","NULL","pond"
"5913","river hills maplewood (98-34)","NULL","pond"
"5871","riverdale (98-24)","NULL","pond"
"5897","riverglen unit 1 (97-240)","NULL","pond"
"5896","riverwatch (01-05)","NULL","pond"
"7410","roanoak pond (07-05)","NULL","pond"
"5652","roberta lake","NULL","lake"
"5424","robles lake","NULL","lake"
"5116","rock lake","NULL","lake"
"5132","rocket lake","lake roget","lake"
"5992","rockrose pond (05-12)","NULL","pond"
"66","rocky creek","NULL","stream"
"5124","rogers lake","NULL","lake"
"6044","rolling springs pond (08-12)","NULL","pond"
"967","roosevelt canal","NULL","stream"
"5964","rosemere (04-10)","NULL","pond"
"5105","round lake","NULL","lake"
"1001643","round lake","NULL","lake"
"5657","russell lake","NULL","lake"
"5848","rustling oaks (02-11)","NULL","pond"
"14897","rustys pond","pond dp3-3","pond"
"5034","ruth lake","NULL","lake"
"21053","rye branch","NULL","stream"
"5101","saddleback lake","saddleback north/south lakes","lake"
"7419","sage oaks (07-07)","NULL","pond"
"948","saint joes creek","NULL","stream"
"949","salt creek","NULL","stream"
"6942","salt lake","NULL","lake"
"160673","san gully lake","NULL","lake"
"21054","sand branch","NULL","stream"
"6081","sand lake court (11-15)","NULL","pond"
"20179","sand pond","NULL","lake"
"1001674","sand pond","NULL","lake"
"1001697","sandbar lake","NULL","lake"
"899","sandy branch","NULL","stream"
"5071","sapphire lake","NULL","lake"
"7318","sawgrass lake","NULL","lake"
"975","sawgrass lake east outfall canal","NULL","stream"
"974","sawgrass lake north outfall canal","NULL","stream"
"973","sawgrass lake west outfall canal","NULL","stream"
"20138","saxon lake","NULL","lake"
"5807","schwartzkopf elementary (98-30)","NULL","pond"
"160817","scott lake","NULL","lake"
"160821","scotts lake west","NULL","lake"
"5800","seafairer group (98-18)","NULL","pond"
"964","seminole bypass canal","NULL","stream"
"5636","seminole lake","NULL","lake"
"7375","seminole vo-ed lake fusion (05-02)","NULL","pond"
"7392","seminole vo-ed small pond (05-01)","NULL","pond"
"7045","seminole lake","NULL","lake"
"20139","seminole lake","NULL","lake"
"5654","senac lake","NULL","lake"
"161965","sentry lake","NULL","lake"
"160853","seward lake","NULL","lake"
"5857","shadow crest (02-01)","NULL","pond"
"160813","shady lake","NULL","lake"
"5977","shangri-la lake","NULL","lake"
"20140","sharon lake","NULL","lake"
"7030","sheffield lake","NULL","lake"
"6079","shimberg gardens (11-13)","town n country garden circle","pond"
"161913","sick lake","NULL","lake"
"5406","silver lake","NULL","lake"
"5610","simmons lake","NULL","lake"
"18737","sinclair rd pond p6-226","NULL","lake"
"5366","sinclair lake","burrell lake","lake"
"67","six mile creek","palm river tampa bypass canal harney creek","stream"
"161920","six pound pond","NULL","lake"
"20176","sixmile pond","NULL","lake"
"7022","skipper lake","NULL","lake"
"5151","sloan lake","NULL","lake"
"902","smith creek","NULL","stream"
"951","snead creek","NULL","stream"
"18800","soccer field park pond dp3-36","pond dp3-36","pond"
"160701","somerset lake","NULL","lake"
"6074","sophia lake","NULL","lake"
"1002281","south bear branch","NULL","lake"
"894","south branch anclote river","NULL","stream"
"5604","south lake","NULL","lake"
"5792","spanish lake pond sweeper (01-02)","NULL","pond"
"68","spartman branch","sparkman branch","stream"
"6969","sperry lake","NULL","lake"
"20156","spivey lake","NULL","lake"
"1001819","spivey lake","NULL","lake"
"7381","spring bayou","NULL","lake"
"954","spring branch","NULL","stream"
"5892","spring lake (05-06)","94-064 (bloomingdale sec f-f) spring lake","pond"
"5988","springview (05-23)","NULL","pond"
"5634","sproul lake","NULL","lake"
"7216","st. george lake","NULL","lake"
"20009","st. joseph sound","NULL","bay"
"5649","stall lake","NULL","lake"
"920","stanley branch","NULL","stream"
"5097","starvation lake","lake roberta","lake"
"5095","starvation lake west","lake roberta","lake"
"6029","stearns lake","NULL","lake"
"5348","stemper lake","NULL","lake"
"955","stevenson creek","NULL","stream"
"5803","stewart manor (00-09)","NULL","pond"
"5766","stillwater lake","NULL","lake"
"5923","stonegate (96-224)","NULL","pond"
"5841","stonegate (96-225)","NULL","pond"
"5927","stonehedge homeowners (98-01)","NULL","pond"
"161990","stonewater lake","NULL","lake"
"5069","strawberry lake","north crystal lake south strawberry lake","lake"
"21008","sugarhouse creek","NULL","stream"
"5777","sugarwood (97-234)","NULL","pond"
"6015","summer springs (06-34)","NULL","pond"
"51024","summerfield lake","NULL","lake"
"7371","sunny lake","NULL","lake"
"6071","sunnyhills drive pond","NULL","pond"
"51509","sunrise lake","NULL","lake"
"5937","sunrise villas of tampa (94-119)","NULL","pond"
"5106","sunrise lake","sunshine lake sun rise lake","lake"
"5074","sunset lake","NULL","lake"
"51698","sunset lake","NULL","lake"
"5875","sunshine better earth (99-03)","NULL","pond"
"5867","sutton estates (98-09)","NULL","pond"
"1001880","suwannee lake","NULL","lake"
"5631","swamp lake","NULL","lake"
"7276","swan lake","NULL","lake"
"69","sweetwater creek","NULL","stream"
"6078","sweetwater oaks ii (11-11)","NULL","pond"
"161923","symphony lake","NULL","lake"
"6077","taliaferro east","NULL","pond"
"6076","taliaferro west","NULL","pond"
"70","tampa bypass canal","NULL","stream"
"20149","tampa lake","turtle lake","lake"
"1001892","tank lake","NULL","lake"
"5834","tarawood subdivision (08-13)","97-230 (tarawood)","pond"
"7383","tarpon bayou","NULL","lake"
"7084","tarpon lake","NULL","lake"
"6056","tarragon ponders (10-06)","NULL","pond"
"21060","taylor creek","NULL","stream"
"5660","taylor lake","NULL","lake"
"6987","taylor lake","NULL","lake"
"5072","taylor lake","NULL","lake"
"6083","tba pond group (12-01)","NULL","pond"
"5845","teakwood tornadoes (02-05)","NULL","pond"
"5852","temple terrace woods (01-15)","NULL","pond"
"5241","tenmile lake","lake kathy","lake"
"21010","terra ceia bay","NULL","bay"
"2","terra ceia bay watershed","NULL","watershed"
"195","terry's tributary","NULL","stream"
"5996","the cove (06-12)","NULL","pond"
"5799","the cove (98-22)","NULL","pond"
"6016","the otter side (06-36)","NULL","pond"
"5833","the springs (94-133)","NULL","pond"
"71","thirteenmile run","NULL","stream"
"72","thirtymile creek","NULL","stream"
"5058","thomas lake","lake wilson","lake"
"20141","thomas lake","NULL","lake"
"5828","thompson east pond (00-05)","NULL","pond"
"5383","thonotosassa lake","NULL","lake"
"5149","thorpe lake","NULL","lake"
"7405","three lakes - east (06-15)","NULL","pond"
"7417","three lakes - main (06-13)","NULL","pond"
"7418","three lakes - north (06-14)","NULL","pond"
"108","tiger creek canal","NULL","stream"
"160553","tim lake","lake jim","lake"
"5887","timber knoll (92-017)","NULL","pond"
"969","tinney creek","NULL","stream"
"20142","toni lake","NULL","lake"
"5794","town park (99-13)","NULL","pond"
"20144","treasure lake","lucy lake","lake"
"160879","triangle lake","NULL","lake"
"73","trout creek","NULL","stream"
"1001953","tucker lake","NULL","lake"
"74","turkey creek","NULL","stream"
"5840","turner trace (96-223)","NULL","pond"
"968","turner's creek","77th ave. canal","stream"
"1002886","turtle lake","NULL","lake"
"6034","tweedle dee (07-12)","NULL","pond"
"6035","tweedle dum (07-13)","NULL","pond"
"5796","twelve oaks lake owners (98-19)","NULL","pond"
"5797","twelve oaks smaller (01-04)","NULL","pond"
"5791","twin branch acres (95-204)","NULL","pond"
"5788","twin branch acres saddle (97-244)","NULL","pond"
"5787","twin branch horseshoe rd (98-12)","NULL","pond"
"5790","twin branch maverick ct (96-226)","NULL","pond"
"5405","twin lake","NULL","lake"
"20170","twin lake","NULL","lake"
"161964","twin oak lake","NULL","lake"
"75","two hole branch creek","NULL","stream"
"21061","tyre creek","NULL","stream"
"50365","uihlein lake","NULL","lake"
"7404","unity palm harbor pond keeper (07-02)","NULL","pond"
"14719","university desoto east pond","pond cdp3-9","pond"
"14718","university parkway pond dp3-14","pond dp3-14","pond"
"14717","university sarasota east pond","pond dp3-13","pond"
"21015","upper manatee river","NULL","stream"
"5884","valencia homeowners (01-03)","NULL","pond"
"5989","valley ranch (05-08)","NULL","pond"
"5433","valrico lake","kiser lake","lake"
"6048","valrico oaks (09-03)","NULL","pond"
"5081","van dyke lake","NULL","lake"
"5104","velburton lake","moon lake lake velburton","lake"
"5924","ventana (99-02)","NULL","pond"
"6072","veronica/round pond","NULL","lake"
"160850","victoria lake","NULL","lake"
"20146","vienna lake","NULL","lake"
"5785","villager place (93-055)","NULL","pond"
"5890","villas at bloomingdale (00-12)","NULL","pond"
"5908","villas on the green (99-04)","NULL","pond"
"5040","virginia lake","NULL","lake"
"5949","vlsc (03-05)","NULL","pond"
"5416","walden lake","mud lake","lake"
"6999","walsingham reservoir","NULL","lake"
"19648","ward lake","bill evers reservoir lake evers","lake"
"21009","wares creek","NULL","stream"
"5037","wastena lake","NULL","lake"
"21063","water hole creek","NULL","stream"
"6082","water mill village pond 1 (11-16)","NULL","pond"
"161980","waterview lake","NULL","lake"
"160639","watkins lake","NULL","lake"
"20158","way pond","NULL","lake"
"21064","webb branch","NULL","stream"
"5653","wedgewood lake (09-08)","NULL","pond"
"5655","wee lake","NULL","lake"
"5415","weeks lake","NULL","lake"
"21065","west fork horse creek","NULL","stream"
"5174","west lake","halls lake lake little too big lake","lake"
"1002033","west lake","NULL","lake"
"20147","west lake ellis","NULL","lake"
"5978","west meadows lake 1","NULL","lake"
"6053","west meadows lake 2","NULL","lake"
"7047","west pond","NULL","lake"
"5786","westchase (94-147)","NULL","pond"
"14146","whitaker bayou","NULL","stream"
"14311","whitaker canal 3-1","NULL","stream"
"14369","whitaker canal 3-5","NULL","stream"
"14393","whitaker canal 3-7","NULL","stream"
"7380","whitcomb bayou","NULL","lake"
"5196","white trout lake","NULL","lake"
"76","wildcat creek","NULL","stream"
"5918","wilder park sub (97-246)","NULL","pond"
"5173","wilford lake","NULL","lake"
"21067","williams creek","NULL","stream"
"5152","williams lake","NULL","lake"
"6045","willow creek (08-15)","NULL","pond"
"5950","willow pond (03-06)","NULL","pond"
"51440","wilson pond","NULL","lake"
"5607","wimauma lake","NULL","lake"
"5943","windemere (00-04)","NULL","pond"
"5940","windemere (95-203)","NULL","pond"
"5844","windsor park (92-021)","NULL","pond"
"21068","wingate creek","NULL","stream"
"160537","winston lake","NULL","lake"
"7398","winwood warriors (06-08)","NULL","pond"
"160551","wire lake","NULL","lake"
"20148","wistaria lake","NULL","lake"
"181980","withlacoochee river","NULL","stream"
"77","wolf branch creek","NULL","stream"
"21069","wolf slough","NULL","stream"
"5817","wolski group (99-05)","NULL","pond"
"160729","wood lake (mulberry)","somerset","lake"
"5047","wood lake","NULL","lake"
"5235","woodbury lake","NULL","lake"
"5816","woodland pond association (93-047)","NULL","pond"
"1002106","wynn lake","NULL","lake"
"161927","x pit","NULL","lake"
"79","ybor city drain","29th st drainage canal","stream"
"7413","yokeley pond (06-11)","NULL","pond"
"7387","zack's pond (06-18)","NULL","pond"
"5120","zambito lake","NULL","lake"
"5103","zelma lake","lake ellen","lake"
"20173","zephyr lake","NULL","lake"
