"affiliationsort","affiliationsort","type","members","season meters   sort","meters/member sort"
"530","carolina masters","undefined","4","1394589","348647"
"531","belen jesuit preparatory school","school_highschool","5","1393816","278763"
"532","boulder crossfit","club_health","14","1380473","98605"
"533","buzzards bay rowing club","club_rowing","6","1371101","228517"
"534","longmont sculling club","club_rowing","8","1367561","170945"
"535","y quad cities rowing","club_rowing","6","1367425","227904"
"536","trinity college","university","6","1364087","227348"
"537","pulse generators - alberta canada","club_health","15","1359122","90608"
"538","woodenboat forum crew","virtual","6","1358020","226337"
"539","arran roads","club_rowing","2","1357438","678719"
"540","gorge rowing centre","club_rowing","8","1356625","169578"
"541","montreal ymca","club_health","1","1354748","1354748"
"542","united states military academy","military","1","1348644","1348644"
"543","north skelton","club_health","1","1345000","1345000"
"544","montreal rowing club","club_rowing","7","1338435","191205"
"545","humboldt bay rowing association","club_rowing","5","1334221","266844"
"546","cambridge university (peterhouse)","university","3","1328115","442705"
"547","berkshire rowing and sculling society (brass)","club_rowing","4","1315187","328797"
"548","qseekers","virtual","2","1314503","657252"
"549","camp randall rowing club","club_rowing","5","1310652","262130"
"550","grumpies rowing","virtual","1","1309569","1309569"
"551","delta deas rowing club. delta bc canada","club_rowing","9","1304312","144924"
"552","three rivers rowing association masters men","club_rowing","5","1301457","260291"
"553","virgin active -  glasgow","club_health","1","1301044","1301044"
"554","rock n row marblehead ma","club_rowing","1","1297460","1297460"
"555","u.s. probation","fire_rescue_police","6","1296291","216049"
"556","university of california santa barbara","university","5","1295281","259056"
"557","rideau canoe club","club_rowing","1","1293900","1293900"
"558","oasis sports & leisure club norwich uk","club_health","1","1283110","1283110"
"559","barrie rowing club","club_rowing","4","1279977","319994"
"560","ewe row!","virtual","4","1273184","318296"
"561","meritcare sports medicine","club_health","4","1271349","317837"
"562","orcas island rowing association (oira)","club_rowing","3","1270770","423590"
"563","kww","virtual","3","1267679","422560"
"564","the bank's barnacles","virtual","2","1258790","629395"
"565","the mcdermott four","virtual","4","1257568","314392"
"566","westerville rowing club","club_rowing","3","1253841","417947"
"567","ajra (atlanta jr rowing association)","club_rowing","2","1246919","623460"
"568","schlumberger","virtual","6","1242913","207152"
"569","upper peninsula community rowing club - upcrc","club_rowing","6","1235612","205935"
"570","kansas state university","university","5","1233777","246755"
"571","quinsigamond rowing association","club_rowing","3","1233015","411005"
"572","east bay rowing club","club_rowing","4","1229398","307350"
"573","final results fitness","club_health","9","1224521","136058"
"574","weybridge rowing club (uk)","club_rowing","2","1222800","611400"
"575","royal engineers rowers","virtual","2","1213528","606764"
"576","lake washington rowing club","club_rowing","5","1208388","241678"
"577","dehydrated rowing","virtual","2","1207957","603979"
"578","drag�r roklub","club_rowing","1","1205055","1205055"
"579","south shore ymca at mill pond","club_health","1","1200907","1200907"
"580","naval special warfare","military","6","1196313","199386"
"581","corning family ymca","club_health","2","1188406","594203"
"582","south jersey rowing club","school_highschool","1","1174008","1174008"
"583","mens sana in corpore sano","virtual","3","1170025","390008"
"584","pocock rowing seattle wa","club_rowing","9","1159360","128818"
"585","prosport trento italy","club_health","7","1152827","164690"
"586","villanova university","university","4","1149755","287439"
"587","the open gym","club_health","4","1140530","285133"
"588","north cascades crew","club_rowing","3","1139189","379730"
"589","virgin active - derby life centre","club_health","2","1135670","567835"
"590","south buffalo rowing club","club_rowing","1","1129891","1129891"
"591","university of iowa","university","3","1127865","375955"
"592","concourse athletic club atlanta ga","club_health","1","1126925","1126925"
"593","daventria r&zv","club_rowing","2","1123585","561793"
"594","orc junior men","club_rowing","1","1122521","1122521"
"595","merck & co. inc. - west point","club_health","2","1115458","557729"
"596","suny maritime college","university","5","1113566","222713"
"597","stuttgart-cannstatter ruderclub germany","club_rowing","2","1113067","556534"
"598","university of colorado at boulder","university","2","1112072","556036"
"599","alaska midnight sun rowing association","club_rowing","6","1110573","185096"
"600","duluth rowing club","club_rowing","5","1109656","221931"
"601","trafford rowing club","club_rowing","5","1105668","221134"
"602","salcombe estuary rowing club","club_rowing","1","1104458","1104458"
"603","bowdoin college","university","20","1092083","54604"
"604","wayne state university","university","1","1090171","1090171"
"605","ocraa ocean city nj","club_rowing","1","1085353","1085353"
"606","fraser valley rowing club","club_rowing","6","1077099","179517"
"607","colorado school of mines","university","7","1074809","153544"
"608","northern virginia rowing club","club_rowing","4","1071815","267954"
"609","central pennsylvania rowing association","club_rowing","5","1070562","214112"
"610","aramoho-wanganui rowing club wanganui nz","club_rowing","1","1070339","1070339"
"611","old colony ymca - central division","club_health","13","1068826","82217"
"612","los angeles rowing club","club_rowing","10","1065813","106581"
"613","warwick university","university","4","1060040","265010"
"614","mcmaster university","university","3","1054441","351480"
"615","embry-riddle aeronautical university","university","3","1043648","347883"
"616","wyandotte our lady of mount carmel alumni","school_highschool","3","1042657","347552"
"617","peterborough rowing club on canada","club_rowing","5","1042111","208422"
"618","xtreme fitness and wellness","club_health","7","1037152","148165"
"619","temple university","university","4","1036508","259127"
"620","cleveland state university","university","6","1036261","172710"
"621","rijks universiteit groningen","university","1","1035644","1035644"
"622","lawrence university","university","11","1034224","94020"
"623","houten &mdash; piazza sports.","club_health","6","1031614","171936"
"624","we do o2","virtual","1","1030341","1030341"
"625","ergonauts irc","virtual","1","1027268","1027268"
"626","cure boating club kaiapoi nz","club_rowing","2","1026934","513467"
"627","university of charleston","university","2","1026500","513250"
"628","university of dayton","university","6","1025126","170854"
"629","meppel &mdash; sport- en gezondheidscentrum go for it","club_health","3","1024728","341576"
"630","molesey boat club","club_rowing","8","1023047","127881"
"631","miami rowing club","club_rowing","13","1016799","78215"
"632","river rowing association","club_rowing","5","1016141","203228"
"633","catawba yacht club","club_rowing","6","1015526","169254"
"634","vassar college","university","8","1014320","126790"
"635","lynnwood crossfit","club_health","6","1013456","168909"
"636","sports club/la-irvine","club_health","1","1011332","1011332"
"637","saquish rowing educational society","club_rowing","5","1010688","202138"
"638","club one embarcdero san francisco ca","club_health","2","1009933","504967"
"639","lauwers college buitenpost","school_highschool","4","1001359","250340"
"640","holy family university","university","1","1000734","1000734"
"641","great bay rowing","club_rowing","2","994973","497487"
"642","visaform annecy epagny","club_health","2","990265","495133"
"643","knights of malta","club_health","1","990209","990209"
"644","long beach junior crew","school_highschool","5","979694","195939"
"645","wecanrow lansing","club_rowing","8","978883","122360"
"646","loyola marymount university","university","2","975963","487982"
"647","oxford university","university","5","975546","195109"
"648","slo rowing club","club_rowing","2","974263","487132"
"649","connecticut boat club","club_rowing","3","971254","323751"
"650","james center ymca richmond va","club_health","3","971249","323750"
"651","beccles rowing club","club_rowing","1","965976","965976"
"652","coca crossfit","club_health","1","963391","963391"
"653","bates college","university","18","959688","53316"
"654","hanlan boat club","club_rowing","3","955140","318380"
"655","cri","undefined","5","955099","191020"
"656","retired air force","military","2","953669","476835"
"657","east lyme viking rowers east lyme ct","school_highschool","2","945901","472951"
"658","reed college","university","1","936646","936646"
"659","crossfit birmingham","club_health","16","936336","58521"
"660","university of minnesota - twin cities","university","5","935989","187198"
"661","liberty university","university","9","935815","103979"
"662","coach evil's club","club_rowing","4","931316","232829"
"663","auburn university","university","3","927546","309182"
"664","nzindoorrowing","club_rowing","4","919784","229946"
"665","avalon rowing club","club_rowing","5","918912","183782"
"666","technical university delft","university","3","918304","306101"
"667","bannatynes broadstairs kent","club_health","1","915844","915844"
"668","maple bay rowing club","club_rowing","8","914643","114330"
"669","kinetic fitness studio health club / denver co","club_health","7","911945","130278"
"670","auriol kensington rowing club","club_rowing","5","910839","182168"
"671","bachelors barge rowing club","club_rowing","9","904235","100471"
"672","regina rowing club","club_rowing","6","899568","149928"
"673","virginia military institute","military","2","899332","449666"
"674","msi","club_health","11","898337","81667"
"675","jetstart dragon boat team","virtual","2","897914","448957"
"676","wadham college oxford university","university","3","896151","298717"
"677","bair island aquatic center (biac)","club_rowing","9","890538","98949"
"678","ironbridge rowing club ironbridge shropshire uk","club_rowing","1","886156","886156"
"679","next generation kings park perth australia","club_health","2","885291","442646"
"680","italia","undefined","2","875847","437924"
"681","team finland","virtual","2","874026","437013"
"682","western washington university","university","3","868336","289445"
"683","ubc","undefined","2","867840","433920"
"684","kirtland air force base","military","1","865876","865876"
"685","merrimack river rowing association","club_rowing","3","864613","288204"
"686","st. mark's school of texas","school_highschool","8","864337","108042"
"687","cardiff university","university","1","853609","853609"
"688","north palm beach rowing club","club_rowing","5","850205","170041"
"689","ymca of talbot county","club_health","1","847440","847440"
"690","bentham boat club","club_rowing","1","847137","847137"
"691","harlem river community rowing","club_rowing","6","843151","140525"
"692","north staffs rowing club leek gbr","club_rowing","2","841678","420839"
"693","teaneck rowing club","club_rowing","1","838466","838466"
"694","halifax rowing club halifax ns canada","club_rowing","8","833754","104219"
"695","stony brook university","university","4","830315","207579"
"696","contact oud mariniers nederland","virtual","1","829663","829663"
"697","ac soustonnais","undefined","1","828066","828066"
"698","monsignor bonner","undefined","2","826631","413316"
"699","danske studenters roklub","club_rowing","3","825288","275096"
"700","gonzaga university","university","6","824300","137383"
"701","king's college cambridge","university","2","822729","411365"
"702","metuchen edison ymca metuchen nj","club_health","3","819309","273103"
"703","st. edward's university crew austin tx","university","6","818241","136374"
"704","fairfield university","university","2","815340","407670"
"705","asrl (australian surf rowers league)","virtual","2","814000","407000"
"706","holy spirit high school","school_highschool","2","809015","404508"
"707","navesink indoor rowing","club_rowing","2","806011","403006"
"708","crossfit/btb fitness atlanta ga","club_health","3","805479","268493"
"709","juda ben hur row well and live!","virtual","2","805114","402557"
"710","ciena canada","club_health","3","800530","266843"
"711","mad crossfit wellington nz","club_health","12","793895","66158"
"712","capital district ymca guilderland ny","club_health","2","793464","396732"
"713","royal hong kong yacht club","club_rowing","5","793075","158615"
"714","greater lawrence rowing","club_rowing","3","787433","262478"
"715","emerfit crossfit fort collins co","club_health","5","784856","156971"
"716","oakcrest high school mays landing nj","school_highschool","1","783679","783679"
"717","runcorn rowing club","club_rowing","3","780020","260007"
"718","four lakes athletic club","club_health","2","779221","389611"
"719","university of regina","university","1","779076","779076"
"720","reebok sports club london","club_health","1","778594","778594"
"721","red-stripe rowers","virtual","1","776120","776120"
"722","united states merchant marine academy","military","1","770000","770000"
"723","gurnard pines in the isle of wight uk","club_health","1","769917","769917"
"724","western albemarle high school crew","school_highschool","4","768154","192039"
"725","bannatynes shrewsbury","club_health","2","766658","383329"
"726","tees-side hospice","virtual","2","765260","382630"
"727","goodlife fitness","club_health","3","763660","254553"
"728","saline high crew team","school_highschool","9","762778","84753"
"729","cambridge university alumnae/i","university","1","759302","759302"
"730","moor hall health & fitness uk","club_health","24","758580","31608"
"731","army national guard","military","1","758403","758403"
"732","pittsford crew","club_rowing","7","758220","108317"
"733","city of bristol rowing club","club_rowing","3","755448","251816"
"734","city of oxford rowing club","club_rowing","1","752423","752423"
"735","de laak rowing club the hague holland","club_rowing","4","750468","187617"
"736","st. louis community college","university","5","748482","149696"
"737","fairfield prep rowing","school_highschool","2","747575","373788"
"738","asheville rowing club","club_rowing","4","744477","186119"
"739","hilden crew","virtual","1","742545","742545"
"740","rice university","university","6","742503","123751"
"741","fox valley rowing club","club_rowing","5","740294","148059"
"742","flower city crossfit","club_health","2","736383","368192"
"743","sweaty lezzies","virtual","2","736050","368025"
"744","thornton ymca tulsa ok","club_health","2","734181","367091"
"745","lsa anaconda rowing club","military","3","733884","244628"
"746","orc junior women","club_rowing","5","732341","146468"
"747","our lady of holy cross college","university","1","732072","732072"
"748","university college boat club - ucbc","university","3","731616","243872"
"749","cohasset maritime institute (cmi)","club_rowing","1","728367","728367"
"750","university of louisville","university","4","728266","182067"
"751","loch lomond rowing club","club_rowing","1","724725","724725"
"752","the wellservicer","virtual","1","719690","719690"
"753","wasabi paddling club","club_rowing","4","719176","179794"
"754","lake oswego community rowing (locr)","club_rowing","4","718452","179613"
"755","oregon association of rowers (oar) rowing club","club_rowing","9","717615","79735"
"756","decathlon bordeaux-lac","undefined","3","716086","238695"
"757","avaya avions","virtual","1","706400","706400"
"758","yorktown high school - arlington virginia","school_highschool","2","706224","353112"
"759","sudbury rowing club","club_rowing","2","703539","351770"
"760","fort worth rowing club","club_rowing","1","702450","702450"
"761","vilseck american elementary school","school_elementary","3","701293","233764"
"762","tulane university","university","3","700769","233590"
"763","regensburger ruderverein von 1898","club_rowing","1","700141","700141"
"764","east end rowers","club_rowing","2","699992","349996"
"765","million a month","club_health","5","694368","138874"
"766","bradley wellness center","club_health","2","692529","346265"
"767","sono rowing club","club_rowing","5","692364","138473"
"768","wcri","club_rowing","1","690099","690099"
"769","the hun school of princeton","school_highschool","4","690004","172501"
"770","forest hills eastern hs grand rapids mi","club_rowing","6","687594","114599"
"771","team ktmtalk.com","virtual","6","687119","114520"
"772","genesee waterways center","club_rowing","4","686329","171582"
"773","bucks county rowing club","club_rowing","3","682538","227513"
"774","personal fitness on buderim","virtual","5","680500","136100"
"775","ymca of northwest florida","club_health","8","677782","84723"
"776","one2one fitness cornwall","club_health","4","674788","168697"
"777","durham amateur rowing club","club_rowing","4","672856","168214"
"778","aengwirden heerenveen nld","club_rowing","2","672066","336033"
"779","rowing in circles","virtual","5","670903","134181"
"780","downtown ymca-richmond va","club_health","1","670215","670215"
"781","recreation oak bay","club_health","1","665947","665947"
"782","charlotte youth rowing","club_rowing","5","665166","133033"
"783","world gym norwich ct","club_health","1","664941","664941"
"784","grand canyon national park rangers","undefined","1","664777","664777"
"785","orange coast college","university","3","663779","221260"
"786","the unsinkables","virtual","1","662284","662284"
"787","st. john's college annapolis","university","3","662133","220711"
"788","velotel","club_health","1","661300","661300"
"789","rogers bay rowing","club_rowing","2","658302","329151"
"790","fitness unlimited sheffield","club_health","1","657214","657214"
"791","northcoast hospital","undefined","1","655234","655234"
"792","rowing club sas denmark","club_rowing","2","654885","327443"
"793","university of cincinnati","university","4","652992","163248"
"794","bolles crew","school_highschool","1","652922","652922"
"795","community rowing (cri) general sweeps 2 (gs2)","club_rowing","4","652188","163047"
"796","creighton university","university","1","651112","651112"
"797","san diego state university alumni","university","1","647500","647500"
"798","rockwell collins recreation center","club_health","1","643883","643883"
"799","shannon rowing club limerick ireland","club_rowing","2","643516","321758"
"800","nottingham rowing club","club_rowing","4","643089","160772"
"801","marist college","university","3","642433","214144"
"802","university of birmingham medical school","university","1","641992","641992"
"803","robbies rotten rowers","virtual","3","641423","213808"
"804","belgium rowing team","club_rowing","2","637416","318708"
"805","freedom rowers easton md","club_rowing","3","636359","212120"
"806","crossfit somo","club_health","5","633199","126640"
"807","erie indoor rowers","virtual","2","629935","314968"
"808","st joseph high school crew club metuchen nj/falcon rowing","school_highschool","1","629145","629145"
"809","mildura rowing club victoria australia","club_rowing","1","627824","627824"
"810","cygnet rowing club","club_rowing","4","627118","156780"
"811","vancouver rowing club","club_rowing","15","618573","41238"
"812","dresdner ruderverein dresden germany","club_rowing","1","618221","618221"
"813","greater dayton rowing association","club_rowing","7","616155","88022"
"814","eton college boat club (ecbc)","school_highschool","2","616139","308070"
"815","holyoke rows","club_rowing","3","616003","205334"
"816","cambridge school of dallas","school_highschool","1","613986","613986"
"817","university of ottawa","university","5","610693","122139"
"818","university of east anglia","university","4","610050","152513"
"819","westford community crew club","club_rowing","3","607410","202470"
"820","manchester university boat club","university","1","607096","607096"
"821","hull lifesaving museum","club_rowing","2","605142","302571"
"822","st. joseph's preparatory school","school_highschool","2","605050","302525"
"823","brigham young university","university","4","604157","151039"
"824","lasalle college high school","school_highschool","3","602507","200836"
"825","oregon state university","university","5","600992","120198"
"826","ymca of the rock river valley rc","club_rowing","1","598800","598800"
"827","cullercoats primary school","school_elementary","1","597258","597258"
"828","i4you","virtual","2","594051","297026"
"829","spa and fitness center ankor tarnow poland","club_health","61","592176","9708"
"830","camisis","club_rowing","2","590393","295197"
"831","ymca of monroe wa","club_health","4","590128","147532"
"832","aarhus roklub","club_rowing","3","589964","196655"
"833","jcc greater kansas city","club_health","5","588106","117621"
"834","university of central florida","university","7","586493","83785"
"835","new york university","university","4","581193","145298"
"836","mcquaid jesuit high school","school_highschool","5","579974","115995"
"837","university barge club","club_rowing","4","571604","142901"
"838","sheffield university","university","4","571136","142784"
"839","power of one","virtual","1","570984","570984"
"840","loughborough university","university","4","567782","141946"
"841","old dominion university","university","2","567125","283563"
"842","swiss army","military","1","566498","566498"
"843","c.w. post","university","4","565885","141471"
"844","leeds rowing club","club_rowing","6","562026","93671"
"845","norwich university","university","1","560990","560990"
"846","university of north carolina at wilmington","university","5","559583","111917"
"847","undine barge club","club_rowing","6","556556","92759"
"848","st. pats tow club - co. louth ireland","club_health","19","554296","29173"
"849","forever young","virtual","1","553963","553963"
"850","lafayette college","university","8","553549","69194"
"851","university of utah","university","2","549874","274937"
"852","highlands rowing center","club_rowing","1","548670","548670"
"853","club cardio hamilton nz","club_health","2","548598","274299"
"854","university of massachusetts medical school","university","1","546105","546105"
"855","a.e. finley ymca","club_health","2","545082","272541"
"856","durham rowing club","club_rowing","2","544386","272193"
"857","sewanee: the university of the south","university","2","543225","271613"
"858","worcester rowing club","club_rowing","5","539277","107855"
"859","berwick rowing club","club_rowing","2","538320","269160"
"860","widener university","university","1","534553","534553"
"861","carleton university","university","4","533892","133473"
"862","east berlin fitness health club","club_health","1","532868","532868"
"863","gerries fitness center","club_health","5","530416","106083"
"864","garage grunters","virtual","1","530000","530000"
"865","john o�gaunt rowing club","club_rowing","5","528118","105624"
"866","alcovy rowing club","virtual","1","526778","526778"
"867","franklin and marshall crew","university","4","524357","131089"
"868","tees rowing club","club_rowing","4","518315","129579"
"869","tiger boat club","club_rowing","1","518041","518041"
"870","university of reading uk","university","3","517414","172471"
"871","choate rosemary hall","school_highschool","2","513932","256966"
"872","fordham university","university","1","511075","511075"
"873","lincoln park juniors","club_rowing","6","510291","85049"
"874","old and get out of our way","virtual","2","509835","254918"
"875","tempe town lake rowing","club_rowing","8","504879","63110"
"876","antigonish rowing club","club_rowing","3","502559","167520"
"877","mainland regional high school","school_highschool","1","499239","499239"
"878","grateful oars rowing club norwood ny","club_rowing","1","497736","497736"
"879","sparkpeople indoor rowers","virtual","4","491560","122890"
"880","nuvera fuel cells","virtual","2","491295","245648"
"881","crossfit oahu","club_health","5","490967","98193"
"882","quad city rowing association juniors","club_rowing","3","488935","162978"
"883","burford public school","school_elementary","1","483737","483737"
"884","f-m crew","school_highschool","7","481656","68808"
"885","berkeley paddling and rowing club","club_rowing","2","480115","240058"
"886","robert morris university moon township pa","university","1","479663","479663"
"887","teamcolt","virtual","2","478691","239346"
"888","cape charles rowing club","club_rowing","2","472338","236169"
"889","broek op langedijk &mdash; de geus sports club/fitland.","club_health","10","471146","47115"
"890","crossfit ignite","club_health","9","468311","52035"
"891","tampa athletic club","club_rowing","3","467792","155931"
"892","air (allentown indoor rowing)","virtual","1","466544","466544"
"893","university of california davis","university","1","465576","465576"
"894","university of missouri","university","3","465514","155171"
"895","raf regiment","military","1","464820","464820"
"896","wittenberg university","university","2","464586","232293"
"897","northampton community rowing","club_rowing","7","463565","66224"
"898","solid rock","virtual","4","463138","115785"
"899","rio salado rowing club","club_rowing","4","461633","115408"
"900","borgess health & fitness center","club_health","6","455320","75887"
"901","free lancers","virtual","1","451262","451262"
"902","georgia state university","university","3","449408","149803"
"903","leicester rowing club","club_rowing","2","445518","222759"
"904","adam�s fitness works high wycombe gb","club_health","1","445417","445417"
"905","robinson college cambridge","university","4","444345","111086"
"906","northern arizona university","university","2","444326","222163"
"907","beckley-raleigh co. ymca","club_health","1","442000","442000"
"908","springfield college","university","3","438246","146082"
"909","steel city rowing - pittsburgh pa","club_rowing","2","436166","218083"
"910","black fly scullers","club_rowing","2","434670","217335"
"911","polarcus nadia","virtual","1","434097","434097"
"912","upper arlington high school","school_highschool","4","433856","108464"
"913","calvin college","university","1","432890","432890"
"914","yacf - yet another cycling forum","virtual","2","429453","214727"
"915","liverpool victoria rowing club (lvrc)","club_rowing","4","429147","107287"
"916","shorefields in barton on sea hampshire uk","club_health","1","427000","427000"
"917","body factory munich/germany","undefined","1","425000","425000"
"918","california state university sacramento","university","2","418373","209187"
"919","feelgood fitness","club_health","1","417180","417180"
"920","mount holyoke college","university","3","415507","138502"
"921","burnt hills rowing association","club_rowing","4","414565","103641"
"922","virgin active - notting hill","club_health","1","413759","413759"
"923","oxbridge alumni","university","2","409497","204749"
"924","humboldt state university","university","4","409003","102251"
"925","granby high school crew","school_highschool","6","408414","68069"
"926","san francisco bay blades","club_rowing","2","404276","202138"
"927","pioneer valley riverfront club","club_rowing","1","404044","404044"
"928","kent school boat club","school_highschool","2","403869","201935"
"929","john deere dubuque works fitness center","club_health","1","402532","402532"
"930","lewis and clark college","university","3","401971","133990"
"931","indianapolis junior rowing","club_rowing","1","401536","401536"
"932","winnepesaukee rowing club","club_rowing","2","400000","200000"
"933","club one/performance max","club_health","5","398960","79792"
"934","west side rowing club","club_rowing","4","398839","99710"
"935","university college of the fraser valley","university","2","394372","197186"
"936","west chester university","university","2","393510","196755"
"937","team steen","virtual","2","390235","195118"
"938","ymca hamilton new zealand","club_health","1","389922","389922"
"939","82nd airborne division","military","1","389817","389817"
"940","victoria university of wellington","university","2","387951","193976"
"941","vitalmx","virtual","3","385032","128344"
"942","raw training","club_health","2","384551","192276"
"943","winnipeg rowing club","club_rowing","2","383405","191703"
"944","topnotch","club_health","1","383112","383112"
"945","denver boat club","club_rowing","3","382741","127580"
"946","open water rowing club","club_rowing","2","379820","189910"
"947","st. andrew boat club edinburgh scotland","club_rowing","2","374879","187440"
"948","california family fitness � sacramento ca region","club_health","1","373239","373239"
"949","bedford rowing club","club_rowing","2","372231","186116"
"950","poquott rowing club","club_rowing","1","370750","370750"
"951","kamloops rowing club","club_rowing","3","370605","123535"
"952","visegrad group rowers","virtual","2","369646","184823"
"953","upper arlington masters","club_rowing","1","369567","369567"
"954","western carolina university","university","1","368338","368338"
"955","des moines rowing club","club_rowing","1","368329","368329"
"956","medifit corporate services","club_health","20","367154","18358"
"957","fitness first (australia)","club_health","6","366959","61160"
"958","crossfit spotsy","club_health","5","360467","72093"
"959","alpha fire company","fire_rescue_police","1","356050","356050"
"960","cambridge university (christ's college)","university","2","354812","177406"
"961","the royal veterinary college boat club","university","1","354368","354368"
"962","supermoose indoor ski team nottingham","club_health","4","353810","88453"
"963","voorschoten &mdash; your life sportsclub","club_health","2","353339","176670"
"964","qprc wellness center","club_health","4","353251","88313"
"965","corgan 2007","fundraiser","6","351299","58550"
"966","corgan 2007","virtual","6","351299","58550"
"967","guildford rowing club","club_rowing","3","351195","117065"
"968","molon labe rowing assoc.","virtual","1","349238","349238"
"969","yates family y","club_health","1","349217","349217"
"970","plymouth amateur rowing club","club_rowing","5","341641","68328"
"971","wellesley college","university","1","341042","341042"
"972","winter park high school","school_highschool","3","339206","113069"
"973","peddie school","school_highschool","4","338918","84730"
"974","berkshire nautilus pittsfield ma","club_health","1","338038","338038"
"975","renton rowing","club_rowing","3","335983","111994"
"976","washington rowing school","club_rowing","1","335552","335552"
"977","cambridge university lightweight rowing club","club_rowing","1","335507","335507"
"978","aviation rowers","virtual","1","335476","335476"
"979","northwich rowing club cheshire","club_rowing","2","334387","167194"
"980","cazenovia college","university","2","330467","165234"
"981","university of oklahoma","university","5","330436","66087"
"982","upper merion area high school","school_highschool","1","330056","330056"
"983","crossfit ramstein","club_health","7","326742","46677"
"984","island lake rowing club","club_rowing","2","325648","162824"
"985","clermont crew","club_rowing","5","325632","65126"
"986","holy cross","undefined","1","323982","323982"
"987","northampton youth and community rowing","club_rowing","1","323760","323760"
"988","okcbf - ou physicians","club_rowing","4","323123","80781"
"989","cardinals rowing hawthorn vic aus","club_rowing","1","322596","322596"
"990","washington college","university","2","321925","160963"
"991","pharm hands","virtual","1","321773","321773"
"992","st. edmund's college boat club (secbc)","university","1","321342","321342"
"993","okcbf - coppermark","club_rowing","6","320344","53391"
"994","universiti teknikal malaysia melaka","university","1","319814","319814"
"995","4 oars and an anchor","virtual","1","316918","316918"
"996","texas a&m university","university","2","314089","157045"
"997","piermont rowing club inc (piermont ny)","club_rowing","2","312361","156181"
"998","ruderverein-wandsbek hamburg germany","club_rowing","2","312262","156131"
"999","association nautique moissagaise","club_rowing","1","309360","309360"
"1000","okcbf - devon","club_rowing","5","308818","61764"
"1001","heidelberger ruderklub","club_rowing","1","308686","308686"
"1002","the pacific athletic club san diego california","club_health","1","306408","306408"
"1003","penn athletic club","club_health","2","305913","152957"
"1004","skidmore college","university","2","303261","151631"
"1005","hrv cornelis tromp hilversum the netherlands","club_rowing","2","302215","151108"
"1006","st. augustine prep high school rowing","school_highschool","1","300800","300800"
"1007","varian medical systems","club_health","3","298480","99493"
"1008","university of illinois @ urbana-champaign","university","2","296955","148478"
"1009","bewdley rowing club","club_rowing","2","296809","148405"
"1010","farmington valley rowing association","club_rowing","3","296717","98906"
"1011","allegheny college","university","1","296382","296382"
"1012","smoky mountain rowing club","club_rowing","1","294818","294818"
"1013","west point elementary","school_elementary","2","294700","147350"
"1014","toledo rowing club","club_rowing","3","293797","97932"
"1015","fayetteville-manlius high school","school_highschool","1","293510","293510"
"1016","efm - executive fitness management","club_health","2","292980","146490"
"1017","rac woodcote park england","club_health","1","289556","289556"
"1018","montana athletic club-libby mt","club_health","4","288812","72203"
"1019","ragin cajun rowing club","virtual","1","286061","286061"
"1020","loyola college in maryland","university","2","285719","142860"
"1021","cambridge 99 rowing club","club_rowing","3","283390","94463"
"1022","virgin active - south africa","club_health","7","282551","40364"
"1023","university of guelph","university","1","282500","282500"
"1024","three rivers rowing association","club_rowing","1","281719","281719"
"1025","thailand rowing club","virtual","1","279657","279657"
"1026","university of maryland at college park","university","5","276756","55351"
"1027","evesham rowing club","club_rowing","2","274674","137337"
"1028","mercer rowing club","club_rowing","3","273718","91239"
"1029","northeast catholic hs","school_highschool","2","273213","136607"
"1030","mount st. mary's university","university","2","273043","136522"
"1031","monongahela rowing association","club_rowing","2","271710","135855"
"1032","cornell","university","1","270657","270657"
"1033","golden bitstream rowers","virtual","2","270020","135010"
"1034","kennebecasis rowing club","club_rowing","2","269919","134960"
"1035","the green branch rowing crew","virtual","2","269311","134656"
"1036","university of colorado","university","1","269135","269135"
"1037","cannons","club_health","3","267326","89109"
"1038","charities challenge","club_health","1","265250","265250"
"1039","california polytechnic state university san luis obispo","university","2","264634","132317"
"1040","triangle rowing club","club_rowing","14","264464","18890"
"1041","taking care center-hartford","club_health","2","262312","131156"
"1042","fitness first frederick md","club_health","1","261313","261313"
"1043","columbia university (alum)","university","4","258167","64542"
"1044","suny geneseo","university","4","253487","63372"
"1045","glasgow university","university","2","252975","126488"
"1046","mercy high school","school_highschool","1","252834","252834"
"1047","simoco rowing club","club_rowing","2","252281","126141"
"1048","viborg roklub","club_rowing","1","252163","252163"
"1049","all-american rowing camp","club_rowing","2","250856","125428"
"1050","warrington rowing club","club_rowing","2","249070","124535"
"1051","woodrow wilson senior high school","school_highschool","3","248537","82846"
"1052","hyperfit usa","club_health","3","247663","82554"
"1053","familie van de hel","virtual","7","244921","34989"
"1054","secret harbour surf club","club_rowing","1","243157","243157"
"1055","genesis","club_health","2","241818","120909"
"1056","empire state rowing association inc.","club_rowing","1","241000","241000"
"1057","new trier high school","school_highschool","4","240822","60206"
"1058","star club bedford","club_rowing","2","240613","120307"
"1059","fitness first fareham","undefined","2","239099","119550"
"1060","lake braddock high school","school_highschool","8","236825","29603"
"1061","lions rowing club","club_rowing","1","235707","235707"
"1062","canadian forces health services","military","2","235704","117852"
"1063","university of tampa","university","4","235664","58916"
"1064","kenai crewsers rowing club seward alaska","club_rowing","1","234903","234903"
"1065","ucsd","undefined","2","231956","115978"
"1066","macalester college","university","5","231652","46330"
