"refnum","stnid","net_id","description"
"6814","83924","sa","laguna"
"6815","83925","sa","santa marta"
"6816","83927","sa","uruguaiana"
"6817","83931","sa","alegrete"
"6818","83936","sa","santa maria"
"6819","83941","sa","bento goncalves"
"6820","83942","sa","caxias do sul"
"6821","83948","sa","torres"
"6822","83952","sa","canoas"
"6823","83953","sa","santana do livramento"
"6824","83964","sa","encruzilhada do sul"
"6825","83970","sa","mostardas"
"6826","83980","sa","bage"
"6827","83995","sa","rio grande"
"6828","83997","sa","st vitoria do palmar"
"6829","83998","sa","chui"
"6830","83mon","rw","83 monument"
"6831","84001","sa","seymour galapagos"
"6832","84013","sa","esmeraldas las palmas"
"6833","84063","sa","lago agrio"
"6834","84069","sa","sto dgo de los colorados"
"6835","84088","sa","izobamba-santa catalina"
"6836","84099","sa","coca"
"6837","84132","sa","nuevo rocafuerte"
"6838","84135","sa","porto viejo-granja"
"6839","84137","sa","portoviejo-aeropuerto"
"6840","84140","sa","pichilingue"
"6841","84160","sa","ambato-granja"
"6842","84176","sa","riobamba / chimborazo"
"6843","84179","sa","el puyo"
"6844","84202","sa","milagro"
"6845","84226","sa","canar"
"6846","84270","sa","loja / la argelia"
"6847","84331","sa","andoas"
"6848","84347","sa","huambos"
"6849","84396","sa","requena"
"6850","84405","sa","huancabamba"
"6851","84435","sa","moyobamba"
"6852","84478","sa","contamana"
"6853","84505","sa","santiago de chuco"
"6854","84545","sa","llata"
"6855","84560","sa","puerto esperanza"
"6856","84567","sa","puerto bermudez"
"6857","84570","sa","cerro de pasco"
"6858","84600","sa","matucana"
"6859","84630","sa","huayao"
"6860","84670","sa","quillabamba"
"6861","84677","sa","quincemil"
"6862","84680","sa","castrovirreyna sinto"
"6863","84695","sa","antabamba"
"6864","84705","sa","puquio"
"6865","84710","sa","yauri"
"6866","84760","sa","mazo cruz"
"6867","84775","sa","punta coles"
"6868","85109","sa","san ramon"
"6869","85210","sa","san matias"
"6870","85264","sa","vallegrande"
"6871","85312","sa","monteagudo"
"6872","85394","sa","bermejo"
"6873","85417","sa","iquique"
"6874","85432","sa","calama"
"6875","85577","sa","santiago q normal"
"6876","85585","sa","isla juan fernandez"
"6877","85586","sa","santo domingo"
"6878","85782","sa","osorno"
"6879","85831","sa","quellon"
"6880","85834","sa","isla huafo"
"6881","85836","sa","alto palena"
"6882","85862","sa","puerto aysen"
"6883","85930","sa","islotes evangelistas"
"6884","85967","sa","puerto williams"
"6885","85972","sa","isla diego ramirez"
"6886","86011","sa","base 5 gral a jara"
"6887","86033","sa","bahia negra"
"6888","86038","sa","la patria"
"6889","86065","sa","prats-gil"
"6890","86086","sa","puerto casado"
"6891","86097","sa","pedro juan caballero"
"6892","86107","sa","fortin gral diaz"
"6893","86125","sa","pozo colorado"
"6894","86135","sa","paso barreto"
"6895","86184","sa","puerto antequera"
"6896","86192","sa","san estanislao"
"6897","86210","sa","saltos del guaira"
"6898","86216","sa","san lorenzo"
"6899","86220","sa","caacupe"
"6900","86223","sa","carapegua"
"6901","86233","sa","villarrica"
"6902","86234","sa","cnel oviedo"
"6903","86247","sa","vivero forestal"
"6904","86248","sa","ciudad del este"
"6905","86255","sa","pilar"
"6906","86259","sa","barrerito"
"6907","86260","sa","san juan bautista misiones"
"6908","86262","sa","esc agric de san juan bautista"
"6909","86268","sa","caazapa"
"6910","86275","sa","pastoreo itapua"
"6911","86285","sa","capitan meza"
"6912","86288","sa","ita-cora"
"6913","86294","sa","cap miranda"
"6914","86296","sa","yasi-reta"
"6915","86315","sa","bella union"
"6916","86450","sa","young"
"6917","86460","sa","paso de los toros"
"6918","86545","sa","florida"
"6919","86565","sa","rocha"
"6920","86585","sa","prado"
"6921","87163","sa","b de irigoyen aerodrome"
"6922","87171","sa","general paz"
"6923","87173","sa","ituzaingo"
"6924","87187","sa","obera"
"6925","87213","sa","chilecito aerodrome"
"6926","87270","sa","reconquista aerodrome"
"6927","87320","sa","chamical aerodrome"
"6928","87468","sa","venado tuerto aerodrome"
"6929","87470","sa","el trebol"
"6930","87550","sa","nueve de julio"
"6931","87563","sa","las flores aerodrome"
"6932","87569","sa","san miguel"
"6933","87580","sa","isla martin garcia"
"6934","87596","sa","punta indio b a"
"6935","87598","sa","faro ponton recalada"
"6936","87637","sa","coronel suarez aerodrome"
"6937","87640","sa","bolivar aerodrome"
"6938","87641","sa","azul aerodrome"
"6939","87643","sa","olovarria aerodrome"
"6940","87649","sa","benito juarez"
"6941","87658","sa","santa teresita aerodrome"
"6942","87659","sa","faro punta medanos"
"6943","87743","sa","faro el rincon"
"6944","87748","sa","comandante espora"
"6945","87774","sa","maquinchao"
"6946","87789","sa","faro santa barranca"
"6947","87823","sa","p madryn aerodrome"
"6948","87839","sa","faro p delgada"
"6949","87898","sa","faro c blanco"
"6950","87928","sa","faro cabo virgenes"
"6951","87936","sa","tolhuin"
"6952","88880","sa","west point island"
"6953","88882","sa","weddell island"
"6954","88884","sa","fox bay"
"6955","88902","sa","grytviken / flat bluff"
"6956","88903","sa","grytviken south georgia"
"6957","88963","sa","base esperanza"
"6958","88968","sa","base orcadas"
"6959","88981","sa","zavodovski island"
"6960","88986","sa","south thule island"
"6961","89001","sa","s a n a e station"
"6962","89002","sa","neumayer"
"6963","89002","ua","neumayer"
"6964","89004","sa","sanae aws"
"6965","89005","sa","kottas argos id 3314"
"6966","89009","sa","amundsen-scott"
"6967","89009","ua","amundsen-scott"
"6968","89014","sa","nordenskiold base"
"6969","89022","sa","halley"
"6970","89022","ua","halley"
"6971","89024","sa","navy operated automatic meteorological o"
"6972","89034","sa","base belgrano ii"
"6973","89042","sa","signy island"
"6974","89044","sa","druzhnaya sov-base"
"6975","89045","sa","belgrano 3 arg-base"
"6976","89050","sa","bellingshausen"
"6977","89050","ua","bellingshausen"
"6978","89052","sa","arctowski"
"6979","89053","sa","base jubany"
"6980","89054","sa","dinamet-uruguay"
"6981","89055","sa","base marambio centro met antartico"
"6982","89055","ua","base marambio centro met antartico"
"6983","89056","sa","centro met antartico pdte eduardo frei"
"6984","89057","sa","base arturo prat"
"6985","89058","sa","great wall"
"6986","89059","sa","base bernardo ohiggins"
"6987","89060","sa","primavera arg-base"
"6988","89061","sa","palmer station"
"6989","89062","sa","rothera point"
"6990","89063","sa","vernadsky"
"6991","89064","sa","juan carlos i"
"6992","89065","sa","fossil bluff"
"6993","89066","sa","base san martin"
"6994","89069","sa","faraday"
"6995","89083","sa","siple station"
"6996","89108","sa","henry"
"6997","89125","sa","byrd station"
"6998","89175","sa","brockton"
"6999","89202","sa","university wi id 8985 henry"
"7000","89208","sa","university wi id 8918"
"7001","89251","sa","king sejong"
"7002","89259","sa","fichner-ronne schelfice"
"7003","89261","sa","university wi id 8930"
"7004","89262","sa","university wi id 8926"
"7005","89264","sa","university wi id 8920"
"7006","89266","sa","university wi id 8902"
"7007","89268","sa","university wi id 8917"
"7008","89269","sa","university wi id 8912 bonaparte park poi"
"7009","89272","sa","university wi id 8917 ski-hi"
"7010","89284","sa","navy operated automatic meteorological o"
"7011","89314","sa","university wi id 21358 theresa"
"7012","89324","sa","university wi id 8903"
"7013","89327","sa","university wi id 8981 mount siple"
"7014","89332","sa","university wi id 21356 elizabeth"
"7015","89371","sa","university wi id 8928"
"7016","89374","sa","university wi id 8900"
"7017","89376","sa","gill"
"7018","89377","sa","university wi id 8908"
"7019","89504","sa","troll"
"7020","89512","sa","novolazarevskaja"
"7021","89512","ua","novolazarevskaja"
"7022","89514","sa","maitri"
"7023","89524","sa","asuka"
"7024","89532","sa","syowa"
"7025","89532","ua","syowa"
"7026","89542","sa","molodeznaja"
"7027","89542","ua","molodeznaja"
"7028","89544","sa","mizuho"
"7029","89564","sa","mawson"
"7030","89564","ua","mawson"
"7031","89567","sa","dovers"
"7032","89568","sa","davis lgb 35 aws"
"7033","89571","sa","davis"
"7034","89571","ua","davis"
"7035","89573","sa","zhongshan weather office"
"7036","89574","sa","progress"
"7037","89577","sa","davis lgb 46 aws"
"7038","89592","sa","mirnyj"
"7039","89592","ua","mirnyj"
"7040","89606","sa","vostok"
"7041","89611","sa","casey"
"7042","89611","ua","casey"
"7043","89642","sa","dumont durville"
"7044","89642","ua","dumont durville"
"7045","89643","sa","university wi id 8934"
"7046","89660","sa","university wi id 8980"
"7047","89661","sa","cape phillips"
"7048","89662","sa","base baia terra nova"
"7049","89663","sa","lake vanda"
"7050","89664","sa","mcmurdo"
"7051","89664","ua","mcmurdo"
"7052","89665","sa","scott base"
"7053","89666","sa","cape ross"
"7054","89667","sa","university wi id 8927"
"7055","89668","sa","university wi id 8915 minna bluff"
"7056","89669","sa","university wi id 8909 linda"
"7057","89705","sa","university wi id 8932"
"7058","89734","sa","university wi id 8982 dome fuji"
"7059","89744","sa","university wi id 8918 relay stat"
"7060","89757","sa","mawson lgb 20 aws"
"7061","89758","sa","mawson lgb 10 aws"
"7062","89762","sa","hawson lgb 00 ge 03 aws"
"7063","89768","sa","minna bluff"
"7064","89769","sa","linda"
"7065","89774","sa","davis lgb 59 aws"
"7066","89799","sa","university wi id 8924 nico"
"7067","89803","sa","casey gf 08 aws"
"7068","89805","sa","casey gc 46 aws"
"7069","89807","sa","casey snyder rocks aws"
"7070","89810","sa","casey casey airstrip"
"7071","89811","sa","casey law dome summit"
"7072","89812","sa","casey ao 28 aws"
"7073","89813","sa","casey gc 41 aws"
"7074","89814","sa","casey balaena island aws"
"7075","89815","sa","casey haupt nunatak"
"7076","89816","sa","casey law dome summit south"
"7077","89828","sa","university wi id 8904"
"7078","89832","sa","university wi id 8912"
"7079","89834","sa","university wi id 8916"
"7080","89836","sa","university wi id 8919"
"7081","89847","sa","university wi id 8929 penguin point"
"7082","89860","sa","university wi id 8901"
"7083","89861","sa","sandra"
"7084","89862","sa","navy operated automatic meteorological o"
"7085","89863","sa","gill"
"7086","89864","sa","university wi id 8905"
"7087","89865","sa","university wi id 8913"
"7088","89866","sa","university wi id 8906"
"7089","89867","sa","university wi id 8911"
"7090","89868","sa","university wi id 8924"
"7091","89869","sa","university wi id 8915"
"7092","89872","sa","university wi id 8907"
"7093","89873","sa","university wi id 8900 elaine"
"7094","89879","sa","university wi id 8984 possession island"
"7095","8g5","sa","saint mary"
"7096","8w5","sa","hatteras"
"7097","90j","sa","astor nas (pewr"
"7098","91158","sa","princeville kauai"
"7099","91163","sa","port allen airport"
"7100","91166","sa","makahuena pt / kauai"
"7101","91168","sa","kapaa / kauiai"
"7102","91203","sa","falalop island coast guard station"
"7103","91204","sa","uliyhi atoll"
"7104","91222","sa","pagan island aws automated reporting sta"
"7105","91231","sa","tinian mariana island"
"7106","91251","sa","eniwetok atoll aws"
"7107","91281","sa","kona / hawaii island"
"7108","91294","sa","south point"
"7109","91314","sa","sonsoral marshal"
"7110","91315","sa","euripik marshal island"
"7111","91317","sa","woleai atoll"
"7112","91324","sa","puluwat atoll"
"7113","91325","sa","pulusuk caroline"
"7114","91328","sa","ului atoll automatic meteorological obse"
"7115","91338","sa","satawan atoll"
"7116","91339","sa","lukunor atoll"
"7117","91343","sa","oroluk island"
"7118","91347","sa","pohnpei"
"7119","91352","sa","pingelap atoll automated reporting stati"
"7120","91353","sa","pingelap atoll"
"7121","91354","sa","ujelang"
"7122","91365","sa","ujae atoll aws automated reporting stati"
"7123","91367","sa","ailinglapalap atoll"
"7124","91368","sa","ailinglapalap marine aviation reporting"
"7125","91369","sa","jaluit atoll"
"7126","91371","sa","wotje atoll"
"7127","91374","sa","maleolap atoll"
"7128","91377","sa","mili atoll aws automated reporting stati"
"7129","91378","sa","mili atoll / marshall"
"7130","91411","sa","ngulu caroline island"
"7131","91424","sa","became station 941240"
"7132","91425","sa","nukuoro atoll"
"7133","91434","sa","kapingamarangi atol"
"7134","91442","sa","ebon atoll aws"
"7135","91492","sa","christmas island"
"7136","91502","sa","taro island"
"7137","91507","sa","auki"
"7138","91517","sa","honiara"
"7139","91517","ua","honiara"
"7140","91527","sa","kira kira"
"7141","91533","sa","banaba"
"7142","91550","sa","linua airport aws torres island"
"7143","91565","sa","burtonfield tanna"
"7144","91568","sa","aneityum"
"7145","91570","sa","ile surprise"
"7146","91574","sa","ile loop chesterfield"
"7147","91583","sa","poindimie nlle-caledonie"
"7148","91598","sa","matthew ilot"
"7149","91636","sa","nui"
"7150","91644","sa","funafuti"
"7151","91648","sa","niulakita"
"7152","91652","sa","undu point"
"7153","91657","sa","lambasa airport"
"7154","91659","sa","nambouwalu"
"7155","91660","sa","yasawa-i-rara"
"7156","91663","sa","savusavu airport"
"7157","91665","sa","matei"
"7158","91670","sa","viwa island"
"7159","91676","sa","vanua mbalavu island"
"7160","91678","sa","levuka"
"7161","91690","sa","laucala bay"
"7162","91693","sa","vunisea"
"7163","91697","sa","matuku"
"7164","91699","sa","ono-i-lau"
"7165","91701","sa","kanton island"
"7166","91720","sa","atafu"
"7167","91723","sa","nukunonu"
"7168","91724","sa","nukunono"
"7169","91727","sa","fenuafala / fakaofo"
"7170","91739","sa","faleolo"
"7171","91740","sa","asau"
"7172","91742","sa","apia"
"7173","91755","sa","avata"
"7174","91757","sa","avao"
"7175","91758","sa","faleolo airport"
"7176","91763","sa","cape tapanga"
"7177","91764","sa","cape taputapu"
"7178","91766","sa","cape matatula"
"7179","91768","sa","tau"
"7180","91772","sa","niuafoou"
"7181","91776","sa","keppel"
"7182","91779","sa","lupepauu"
"7183","91780","sa","vavau"
"7184","91785","sa","haafeva"
"7185","91786","sa","nomuka"
"7186","91801","sa","penrhyn"
"7187","91802","sa","penrhyn aws"
"7188","91809","sa","manihiki aws"
"7189","91811","sa","pukapuka"
"7190","91819","sa","suwarrow"
"7191","91823","sa","hanan airport / niue"
"7192","91831","sa","aitutaki aws"
"7193","91841","sa","mauke aws"
"7194","91848","sa","mangaia aws"
"7195","91925","sa","atuona"
"7196","91925","ua","atuona"
"7197","91943","sa","takaroa"
"7198","91943","ua","takaroa"
"7199","91945","sa","hereheretue"
"7200","91948","sa","rikitea"
"7201","91948","ua","rikitea"
"7202","91953","sa","marutea pf"
"7203","91958","sa","rapa"
"7204","91958","ua","rapa"
"7205","91960","sa","pitcairn"
"7206","91997","sa","raoul island kermadec island"
"7207","93004","sa","cape reinga"
"7208","93020","sa","kerikeri"
"7209","93023","sa","purerua"
"7210","93026","sa","mimiwhangata"
"7211","93034","sa","kaikohe edr"
"7212","93057","sa","whangarei aerodrome"
"7213","93062","sa","dargarville"
"7214","93064","sa","tinopai"
"7215","93069","sa","mokohinau aws"
"7216","93072","sa","mount tamahunga"
"7217","93072","ua","mount tamahunga"
"7218","93082","sa","great barrier island"
"7219","93089","sa","warkworth"
"7220","93103","sa","whangaparaoa"
"7221","93104","sa","tiritiri island"
"7222","93110","sa","auckland aerodrome aws"
"7223","93113","sa","musick point"
"7224","93116","sa","aukland city edr"
"7225","93129","sa","whitianga aerodrome aws"
"7226","93132","sa","manukau heads"
"7227","93136","sa","ardmore aerodrome"
"7228","93146","sa","paeroa aws"
"7229","93172","sa","hamilton aerodrome"
"7230","93173","sa","hamilton aws"
"7231","93184","sa","tauranga harbour"
"7232","93185","sa","tauranga aerodrome"
"7233","93187","sa","te puke edr"
"7234","93190","sa","whakatane aerodrome"
"7235","93191","sa","whakatane aws"
"7236","93196","sa","hicks bay aws"
"7237","93201","sa","port taharoa"
"7238","93210","sa","te kuiti"
"7239","93220","sa","taumarunui"
"7240","93223","sa","taumarunui affco"
"7241","93243","sa","taupo aerodrome"
"7242","93245","sa","taupo aws"
"7243","93247","sa","rotorua aerodrome aws"
"7244","93286","sa","motu aws"
"7245","93289","sa","tuai"
"7246","93292","sa","gisborne aerodrome aws"
"7247","93305","sa","maui a platform"
"7248","93309","sa","new plymouth aws"
"7249","93314","sa","normanby edr"
"7250","93331","sa","chateau tongariro"
"7251","93332","sa","turoa mount ruapehu"
"7252","93334","sa","waiouru aws"
"7253","93336","sa","waiouru aerodrome"
"7254","93340","sa","waiouru"
"7255","93373","sa","napier aerodrome aws"
"7256","93375","sa","napier"
"7257","93393","sa","mahia aws"
"7258","93404","sa","palmerston north aws"
"7259","93405","sa","palmerston north aerodrome"
"7260","93410","sa","levin aws"
"7261","93420","sa","paraparaumu aws"
"7262","93431","sa","outlook hill"
"7263","93431","ua","outlook hill"
"7264","93439","sa","wellington aerodrome aws"
"7265","93440","sa","beacon hill"
"7266","93471","sa","east taratahi"
"7267","93473","sa","masterton aerodrome"
"7268","93475","sa","masterton armourguard"
"7269","93477","sa","martinborough"
"7270","93479","sa","ngawihi"
"7271","93497","sa","castlepoint"
"7272","93498","sa","castlepoint"
"7273","93515","sa","westport aerodrome"
"7274","93516","sa","westport harbour"
"7275","93527","sa","farewell spit aws"
"7276","93529","sa","turimawiwi"
"7277","93540","sa","murchison"
"7278","93545","sa","nelson aerodrome"
"7279","93546","sa","nelson aerodrome aws"
"7280","93550","sa","lake rotoiti"
"7281","93561","sa","stephens island"
"7282","93570","sa","crail bay"
"7283","93574","sa","picton"
"7284","93577","sa","blenheim aerodrome"
"7285","93579","sa","blenheim aerodrome aws"
"7286","93586","sa","brothers island"
"7287","93597","sa","cape campbell aws"
"7288","93615","sa","hokitika aerodrome aws"
"7289","93619","sa","okarito"
"7290","93630","sa","arthurs pass"
"7291","93658","sa","culverden airfield"
"7292","93678","sa","kaikoura"
"7293","93709","sa","haast aws"
"7294","93720","sa","milford sound"
"7295","93729","sa","wanaka aws"
"7296","93732","sa","tasman aerodrome"
"7297","93735","sa","twizel"
"7298","93747","sa","tara hills"
"7299","93749","sa","saint bathans"
"7300","93755","sa","fairlie"
"7301","93758","sa","woodbury"
"7302","93761","sa","hororata"
"7303","93766","sa","ashburton"
"7304","93769","sa","rakaia"
"7305","93769","ua","rakaia"
"7306","93772","sa","timaru aerodrome"
"7307","93773","sa","timaru aerodrome aws"
"7308","93775","sa","timaru harbour"
"7309","93781","sa","christchurch aerodrome aws"
"7310","93783","sa","wigram"
"7311","93786","sa","lyttelton"
"7312","93792","sa","le bon bay aws"
"7313","93796","sa","oamaru airport aws"
"7314","93800","sa","secretary island aws"
"7315","93805","sa","puysegur point aws"
"7316","93811","sa","manapouri aerodrome aws"
"7317","93831","sa","queenstown aerodrome"
"7318","93834","sa","lumsden"
"7319","93845","sa","invercargill airport aws"
"7320","93855","sa","alexandra"
"7321","93864","sa","gore edr"
"7322","93868","sa","edievale"
"7323","93887","sa","nugget point aws"
"7324","93891","sa","dunedin aerodrome aws"
"7325","93893","sa","dunedin musselburgh"
"7326","93896","sa","taiaroa head"
"7327","93909","sa","south west cape aws"
"7328","93929","sa","enderby island aws"
"7329","93945","sa","campbell island aws"
"7330","93947","sa","campbell island aws"
"7331","93987","sa","chatham islands aws"
"7332","93994","sa","raoul island kermadec island"
"7333","94001","sa","kiunga"
"7334","94003","sa","daru"
"7335","94005","sa","mount hagen"
"7336","94006","sa","koinambe"
"7337","94010","sa","goroka"
"7338","94011","sa","kundiawa"
"7339","94012","sa","kerema"
"7340","94013","sa","orobiga"
"7341","94016","sa","aiyura"
"7342","94017","sa","ambunti"
"7343","94021","sa","mendi"
"7344","94022","sa","vanimo i p s"
"7345","94023","sa","bulolo"
"7346","94026","sa","saramandi"
"7347","94031","sa","lake kutubu"
"7348","94040","sa","bipi"
"7349","94042","sa","lemakot"
"7350","94044","sa","momote"
"7351","94044","ua","momote"
"7352","94047","sa","nadzab"
"7353","94051","sa","erave"
"7354","94057","sa","safia"
"7355","94068","sa","agaun"
"7356","94069","sa","kurada"
"7357","94070","sa","sideia"
"7358","94071","sa","uvol"
"7359","94072","sa","hoskins"
"7360","94075","sa","dami"
"7361","94076","sa","kavieng"
"7362","94077","sa","gurney"
"7363","94080","sa","salamo"
"7364","94082","sa","nuguria"
"7365","94083","sa","namatanai"
"7366","94084","sa","feni"
"7367","94087","sa","misima"
"7368","94088","sa","lihir island"
"7369","94090","sa","jinjo"
"7370","94092","sa","mimowa"
"7371","94097","sa","kieta m o"
"7372","94101","sa","kalumburu"
"7373","94102","sa","troughton island w a"
"7374","94103","sa","browse island aws"
"7375","94105","sa","scott reef aws"
"7376","94111","sa","port keats aws"
"7377","94116","sa","dum in mirrie aws"
"7378","94117","sa","mango farm"
"7379","94119","sa","garden point"
"7380","94121","sa","channel point"
"7381","94122","sa","bathurst island aws cape fourcroy"
"7382","94123","sa","gunn point"
"7383","94124","sa","middle point research station"
"7384","94125","sa","batchelor aws"
"7385","94127","sa","point stuart aws"
"7386","94128","sa","cape don light house"
"7387","94129","sa","cape don aws"
"7388","94131","sa","tindal aws"
"7389","94134","sa","black point port essington"
"7390","94135","sa","mccluer island aws"
"7391","94137","sa","jabiru airport"
"7392","94138","sa","gunbalunya"
"7393","94139","sa","warruwi"
"7394","94140","sa","milingimbi aws"
"7395","94142","sa","maningrida"
"7396","94145","sa","roper valley"
"7397","94146","sa","elcho island"
"7398","94147","sa","cape wessel aws"
"7399","94149","sa","alyangula police police station"
"7400","94151","sa","north east island aws"
"7401","94152","sa","borroloola aws"
"7402","94170","sa","weipa amo"
"7403","94170","ua","weipa amo"
"7404","94174","sa","horn island aws"
"7405","94175","sa","thursday island township"
"7406","94182","sa","coconut island aws"
"7407","94184","sa","coen airport"
"7408","94185","sa","coen post office"
"7409","94186","sa","lockhart river airport"
"7410","94187","sa","musgrave station"
"7411","94200","sa","mandora"
"7412","94201","sa","cygnet bay"
"7413","94202","sa","la grange"
"7414","94204","sa","curtin aws"
"7415","94206","sa","koolan island"
"7416","94207","sa","rowley shoals aws"
"7417","94208","sa","kuri bay"
"7418","94209","sa","fitzroy crossing cadjebut"
"7419","94210","sa","adele island aws"
"7420","94211","sa","mount barnett mount elizabeth"
"7421","94212","sa","halls creek airport"
"7422","94212","ua","halls creek airport"
"7423","94213","sa","turkey creek"
"7424","94214","sa","wyndham"
"7425","94215","sa","king edward river"
"7426","94217","sa","kununurra argyle aerodrome aws"
"7427","94218","sa","inverway"
"7428","94220","sa","timber creek"
"7429","94229","sa","wave hill"
"7430","94232","sa","victoria river downs"
"7431","94236","sa","elliott"
"7432","94237","sa","larrimah"
"7433","94239","sa","mcarthur river"
"7434","94242","sa","brunette downs"
"7435","94248","sa","centre island"
"7436","94255","sa","camooweal"
"7437","94256","sa","mornington island aws"
"7438","94258","sa","wollogorang"
"7439","94259","sa","burketown"
"7440","94267","sa","normanton"
"7441","94268","sa","kowanyama"
"7442","94269","sa","croydon"
"7443","94275","sa","georgetown"
"7444","94276","sa","palmerville"
"7445","94283","sa","cooktown amo mission strip"
"7446","94285","sa","low isles"
"7447","94286","sa","mareeba airport"
"7448","94288","sa","atherton treatment plant"
"7449","94289","sa","holmes reef"
"7450","94290","sa","flinders reef"
"7451","94291","sa","innisfail"
"7452","94292","sa","cardwell"
"7453","94295","sa","lucinda point aws"
"7454","94296","sa","lihou reef"
"7455","94298","sa","marion reef"
"7456","94299","sa","willis island"
"7457","94299","ua","willis island"
"7458","94303","sa","thevenard island aws"
"7459","94304","sa","barrow island"
"7460","94305","sa","onslow"
"7461","94306","sa","mardie"
"7462","94307","sa","karratha legendre isalnd"
"7463","94308","sa","dampier"
"7464","94309","sa","roebourne"
"7465","94310","sa","port hedland bedout island aws"
"7466","94311","sa","shay gap"
"7467","94313","sa","wittenoom"
"7468","94314","sa","pannawonica"
"7469","94315","sa","marble bar"
"7470","94316","sa","nullagine"
"7471","94317","sa","newman aerodrome"
"7472","94318","sa","nyang"
"7473","94319","sa","telfer"
"7474","94320","sa","balgo hills"
"7475","94322","sa","rabbit flat"
"7476","94323","sa","watarrka kings canyon"
"7477","94324","sa","yuendumu"
"7478","94325","sa","ali curung tennant creek"
"7479","94327","sa","jervois"
"7480","94328","sa","territory grape farm ti tree"
"7481","94329","sa","urandangie"
"7482","94333","sa","boulia"
"7483","94335","sa","cloncurry composite"
"7484","94337","sa","julia creek"
"7485","94339","sa","winton post office"
"7486","94340","sa","richmond"
"7487","94343","sa","hughenden"
"7488","94345","sa","isisford post office"
"7489","94350","sa","barcaldine"
"7490","94351","sa","blackall"
"7491","94355","sa","tambo"
"7492","94356","sa","charters towers airport"
"7493","94358","sa","moranbah"
"7494","94359","sa","clermont"
"7495","94360","sa","collinsville"
"7496","94362","sa","blackwater"
"7497","94363","sa","emerald airport"
"7498","94364","sa","rolleston"
"7499","94366","sa","bowen airport"
"7500","94368","sa","hamilton island"
"7501","94369","sa","st lawrence post office"
"7502","94371","sa","creal reef"
"7503","94373","sa","yeppoon aws"
"7504","94375","sa","baralaba"
"7505","94376","sa","biloela thangool airport"
"7506","94377","sa","monto airport"
"7507","94378","sa","rundle island aws"
"7508","94379","sa","gannet cay"
"7509","94381","sa","gladstone airport aws"
"7510","94384","sa","town of 1770"
"7511","94386","sa","heron island aws"
"7512","94387","sa","bundaberg aerodrome"
"7513","94388","sa","lady elliot island"
"7514","94390","sa","sandy cape"
"7515","94393","sa","frederick reef"
"7516","94394","sa","cato island"
"7517","94401","sa","kalbarri"
"7518","94402","sa","shark bay denham"
"7519","94404","sa","paynes find"
"7520","94405","sa","abrolhos island north island aws"
"7521","94410","sa","gascoyne junction gascoyne jun"
"7522","94411","sa","mullewa"
"7523","94414","sa","eneabba"
"7524","94415","sa","carnamah"
"7525","94416","sa","morawa"
"7526","94422","sa","murchison murchison shire"
"7527","94428","sa","mount magnet"
"7528","94439","sa","wiluna"
"7529","94440","sa","yeelirrie"
"7530","94444","sa","sandstone cashmere downs"
"7531","94445","sa","laverton yamarna"
"7532","94446","sa","menzies"
"7533","94447","sa","diemals"
"7534","94448","sa","leonora"
"7535","94449","sa","laverton aws"
"7536","94451","sa","carnegie carnegie"
"7537","94458","sa","coober pedy private"
"7538","94461","sa","giles"
"7539","94461","ua","giles"
"7540","94463","sa","curtin springs"
"7541","94466","sa","kulgera"
"7542","94476","sa","oodnadatta airport"
"7543","94477","sa","marla"
"7544","94480","sa","marree"
"7545","94482","sa","birdsville"
"7546","94485","sa","tibooburra"
"7547","94488","sa","windorah"
"7548","94492","sa","thargomindah"
"7549","94494","sa","quilpie"
"7550","94497","sa","wanaaring post office"
"7551","94500","sa","cunnamulla"
"7552","94511","sa","injune post office"
"7553","94513","sa","bollon"
"7554","94514","sa","mitchell post office"
"7555","94515","sa","roma airport"
"7556","94516","sa","st george"
"7557","94520","sa","mungindi"
"7558","94521","sa","surat"
"7559","94525","sa","taroom"
"7560","94527","sa","moree mo"
"7561","94529","sa","miles"
"7562","94530","sa","goondiwindi airport"
"7563","94541","sa","inverell post office"
"7564","94542","sa","dalby airport"
"7565","94543","sa","gayndah"
"7566","94549","sa","kingaroy"
"7567","94550","sa","stanthorpe"
"7568","94551","sa","toowoomba composite"
"7569","94555","sa","warwick aws"
"7570","94556","sa","tenterfield derby street"
"7571","94564","sa","rainbow beach"
"7572","94565","sa","hervey bay pialba"
"7573","94566","sa","gympie forestry"
"7574","94567","sa","maryborough"
"7575","94569","sa","maroochydore airport aws"
"7576","94571","sa","grafton"
"7577","94573","sa","casino airport aws"
"7578","94574","sa","casino airport"
"7579","94577","sa","hinze dam nerang river"
"7580","94579","sa","brisbane airport aws no 2"
"7581","94580","sa","gold coast seaway aws"
"7582","94581","sa","canungra"
"7583","94582","sa","murwillumbah"
"7584","94584","sa","double island point ligh"
"7585","94585","sa","caloundra"
"7586","94586","sa","lismore centre street"
"7587","94587","sa","tabulam"
"7588","94589","sa","yamba"
"7589","94594","sa","cape moreton"
"7590","94595","sa","cape byron"
"7591","94596","sa","ballina airport aws"
"7592","94600","sa","cape naturaliste"
"7593","94601","sa","cape leeuwin"
"7594","94602","sa","rottnest island aws"
"7595","94603","sa","rottnest island"
"7596","94604","sa","bunbury"
"7597","94605","sa","mandurah aws"
"7598","94606","sa","margaret river"
"7599","94607","sa","wanneroo ocean reef aws"
