"state university of new york (suny) at oneonta","state schools","39000","66500"
"ferrum college","liberal arts","38500","66400"
"miles college","private non-profit","41700","66400"
"franklin university","private non-profit","40000","66300"
"university of north florida (unf)","state schools","38700","66300"
"washington & jefferson college","liberal arts","38400","66300"
"albright college","liberal arts","36200","66200"
"lake superior state university","state schools","40300","66200"
"south dakota state university (sdsu)","state schools","42000","66200"
"texas state university - san marcos","state schools","39600","66200"
"carroll college montana","liberal arts","39000","66100"
"sam houston state university","state schools","40300","66100"
"texas southern university","state schools","37800","66100"
"university of the arts (uarts) philadelphia","arts & design","39700","66100"
"benedictine university","private non-profit","39500","66000"
"thomas aquinas college","liberal arts","37600","66000"
"college for creative studies","arts & design","40400","65900"
"east carolina university (ecu)","state schools","39500","65900"
"indiana university-purdue university fort wayne (ipfw)","state schools","38000","65900"
"spelman college","liberal arts","37100","65900"
"dallas baptist university","private non-profit","40200","65800"
"north park university","private non-profit","41500","65800"
"state university of new york (suny) at new paltz","state schools","40300","65800"
"university of wisconsin (uw) - parkside","state schools liberal arts","35700","65800"
"winona state university","state schools","39800","65800"
"birmingham southern college","liberal arts","40600","65700"
"carroll university","private non-profit","38100","65600"
"university of the district of columbia","state schools","44500","65600"
"virginia commonwealth university (vcu)","state schools","40500","65600"
"worcester state college","state schools","40200","65600"
"troy university","state schools","37400","65500"
"northwestern state university","state schools","36300","65400"
"university of alabama at birmingham (uab)","state schools","41300","65400"
"azusa pacific university","private research universities","39200","65300"
"kennesaw state university","state schools","39800","65300"
"maryland institute college of art","arts & design","40700","65300"
"wayland baptist university","private non-profit","41000","65300"
"georgia southern university","state schools","39100","65200"
"new jersey city university","state schools","41900","65200"
"park university","private non-profit","41500","65200"
"buena vista university","private non-profit","35300","65100"
"empire state college","state schools","39600","65100"
"st. catherine university (st. paul mn)","private non-profit","41400","65100"
"state university of new york (suny) at potsdam","state schools","35300","65100"
"university of indianapolis","private non-profit","38400","65100"
"university of phoenix (uop)","private for-profit","43100","65100"
"west liberty university","state schools","36900","65100"
"capital university","private non-profit","37700","65000"
"wilmington college ohio","private non-profit","38100","65000"
"christopher newport university","state schools liberal arts","39900","64800"
"simpson college","liberal arts","39100","64800"
"utah valley university","state schools","40800","64800"
"webster university","private non-profit","39400","64800"
"barry university","private research universities","40700","64600"
"eastern university","private non-profit","36600","64600"
"midwestern state university (msu)","state schools","41000","64600"
"athens state university","state schools","37500","64500"
"cabrini college","private non-profit","40600","64500"
"clarke college","liberal arts","36700","64500"
"college of our lady of the elms","private non-profit","40300","64500"
"evergreen state college","state schools","36700","64500"
"hardin-simmons university (hsu)","private non-profit","42900","64500"
"missouri state university (msu)","state schools","35800","64500"
"monmouth college","liberal arts","39800","64500"
"nyack college","private non-profit","37100","64500"
"virginia state university (vsu)","state schools","37700","64500"
"barton college","private non-profit","40500","64400"
"chaminade university","private non-profit","35100","64400"
"college of charleston","state schools","35800","64400"
"kutztown university of pennsylvania","state schools","35800","64400"
"mount mary college wisconsin","private non-profit","40400","64300"
"west texas a & m university","state schools","38800","64300"
"north carolina central university","state schools","36700","64200"
"texas wesleyan university","private non-profit","43200","64200"
"guilford college","liberal arts","35600","64100"
"radford university","state schools","40800","64100"
"tennessee state university","state schools","42900","64100"
"graceland university","private non-profit","42200","64000"
"university of nebraska - kearney","state schools","33700","64000"
"university of southern maine (usm)","state schools","41300","64000"
"western kentucky university","state schools","36800","64000"
"delaware state university","state schools","35900","63900"
"herbert h. lehman college","state schools","41700","63900"
"mckendree university","private non-profit","40100","63900"
"northern kentucky university (nku)","state schools","38700","63900"
"ashland university","private non-profit","34600","63800"
"whitworth college","private non-profit","34800","63800"
"appalachian state university","state schools","35700","63700"
"loyola university - new orleans","private non-profit","41000","63700"
"siena heights university","private non-profit","37900","63700"
"western state college of colorado","state schools liberal arts","39700","63700"
"albertus magnus college","liberal arts","44100","63600"
"baker university","liberal arts","39800","63600"
"george fox university","private research universities","42800","63600"
"north carolina wesleyan college (ncwc)","private non-profit","37900","63600"
"marian university (indiana)","private non-profit","41900","63500"
"kent state university (ksu)","state schools","37100","63400"
"olivet nazarene university","private non-profit","38000","63400"
"bethel college indiana","private non-profit","35500","63300"
"keene state college","state schools","40600","63300"
"middle tennessee state university (mtsu)","state schools","37800","63300"
"avila university","private non-profit","41000","63200"
"central michigan university","state schools","38300","63200"
"eckerd college","liberal arts","39000","63200"
"salem state college","state schools","39500","63200"
"spring arbor university","private non-profit","38400","63200"
"alma college","liberal arts","37600","63100"
"california state university bakersfield (csub)","state schools","45200","63100"
"columbia southern university","private for-profit","42200","63100"
"eastern washington university","state schools","38600","63100"
"university of central missouri","state schools","38000","63100"
"baldwin-wallace college","private non-profit","39800","63000"
"shorter college","private non-profit","39200","63000"
"ursuline college","private non-profit","41600","63000"
"slippery rock university","state schools","35900","62900"
"viterbo university","private non-profit","43900","62800"
"belmont abbey college","private non-profit","43600","62700"
"oklahoma city university","private non-profit","39800","62700"
"york college pennsylvania","private non-profit","39100","62700"
"indiana wesleyan university (iwu)","private non-profit","41600","62600"
"itt technical institute","private for-profit engineering","41300","62600"
"georgia college & state university (gcsu)","state schools","38300","62500"
"cuny john jay college criminal justice","state schools","37400","62400"
"university of wisconsin (uw) - stevens point","state schools","37000","62400"
"st. mary's college indiana","liberal arts","37600","62300"
"western carolina university","state schools","35000","62300"
"grand valley state university","state schools","36300","62200"
"university of north carolina at greensboro (uncg)","state schools","35900","62200"
"columbia college","private non-profit","35700","62100"
"angelo state university","state schools","34900","62000"
"oral roberts university (oru)","private research universities","34500","62000"
"utica college","private non-profit","38700","62000"
"california university of pennsylvania (cal u)","state schools","35500","61900"
"la roche college","private non-profit","33800","61900"
"lander university","state schools","34200","61900"
"andrews university","private research universities","36700","61800"
"cameron university","state schools","33400","61800"
"campbell university","private non-profit","35400","61800"
"immaculata university","private research universities","42400","61800"
"langston university","state schools","43200","61800"
"d'youville college","private non-profit","51400","61700"
"thiel college","liberal arts","36000","61700"
"saint leo university","private non-profit","38800","61600"
"tarleton state university (tsu)","state schools","39500","61600"
"university of southern mississippi (usm)","state schools","37900","61600"
"carlow university","private non-profit","40000","61500"
"mercyhurst college","private non-profit","34600","61500"
"clayton college & state university","state schools","39000","61400"
"fairmont state university","state schools","36700","61400"
"arkansas state university (asu)","state schools","34800","61300"
"belmont university","private non-profit","37500","61300"
"edinboro university","state schools","35500","61300"
"king college","private non-profit","37600","61300"
"mesa state college","state schools liberal arts","38200","61300"
"saginaw valley state university (svsu)","state schools","36000","61300"
"college of mount st. joseph","private non-profit","36200","61200"
"eastern new mexico university","state schools","33500","61200"
"shepherd university","state schools","35600","61200"
"valdosta state university (vsu)","state schools","33900","61200"
"winston-salem state university","state schools","41100","61200"
"westfield state college","state schools","36600","61100"
"southwest baptist university","private non-profit","34000","61000"
"bluefield state college","state schools","38900","60900"
"henderson state university","state schools","35600","60900"
"nebraska wesleyan university (nwu)","liberal arts","37500","60900"
"st. ambrose university","private non-profit","36600","60900"
"charleston southern university (csu)","private non-profit","35900","60800"
"georgia southwestern state university","state schools","33600","60800"
"georgian court university","private non-profit","38200","60800"
"pennsylvania college of technology","state schools engineering","40800","60800"
"southwestern college","private non-profit","45300","60800"
"winthrop university","state schools","35000","60800"
"cardinal stritch university","private non-profit","41500","60700"
"governors state university","state schools","38400","60700"
"lubbock christian university","private non-profit","34800","60700"
"northwest missouri state university","state schools","35300","60700"
"grand view university (gvu)","private non-profit","36400","60600"
"pittsburg state university","state schools","38100","60600"
"university of central oklahoma (uco)","state schools","34600","60600"
"arkansas tech university","state schools","40300","60500"
"mercer university","private non-profit","39200","60500"
"rhode island college","state schools","37600","60500"
"berkeley college","private for-profit","39700","60300"
"malone university","private non-profit","36100","60300"
"clark atlanta university (cau)","private research universities","37700","60200"
"cedar crest college","liberal arts","40000","60100"
"jacksonville state university (jsu)","state schools","37100","60100"
"texas a&m university - commerce","state schools","38900","60100"
"centenary college","private non-profit","39300","60000"
"lakeland college","private non-profit","40100","60000"
"southeast missouri state university","state schools","34500","60000"
"university of wisconsin (uw) - river falls","state schools","40200","60000"
"friends university","private non-profit","37700","59900"
"johnson & wales university (jwu) rhode island","private non-profit","37300","59800"
"marymount manhattan college","liberal arts","44100","59800"
"mountain state university","private non-profit","42500","59800"
"school of the art institute of chicago","arts & design","39200","59800"
"university of texas at tyler","state schools","40600","59800"
"augustana college south dakota","private non-profit","40100","59700"
"american international college","private non-profit","39300","59600"
"college of new rochelle","private non-profit","39500","59600"
"columbus college of art and design","arts & design","35200","59500"
"husson university","private non-profit","38000","59500"
"trevecca nazarene university","private research universities","37800","59500"
"union university tennessee","private non-profit","39100","59500"
"brenau university","private non-profit","35300","59400"
"concordia university wisconsin","private non-profit","39000","59400"
"florida southern college","private non-profit","35700","59400"
"marywood university","private non-profit","34500","59400"
"messiah college","private non-profit","44100","59400"
"university of dubuque","private non-profit","37100","59400"
"indiana university (iu) south bend","state schools","38500","59300"
"misericordia university","private non-profit","38900","59300"
"university of the incarnate word","private non-profit","34900","59300"
"austin peay state university","state schools","37400","59200"
"massachusetts college of liberal arts (mcla)","state schools liberal arts","34700","59200"
"armstrong atlantic state university (aasu)","state schools","40900","59100"
"university of wisconsin (uw) - green bay","state schools liberal arts","35100","59100"
"state university of new york (suny) at fredonia","state schools","35300","59000"
"taylor university","private non-profit","37200","59000"
"wilmington university delaware","private research universities","35300","59000"
"university of arkansas - little rock (ualr)","state schools","36200","58900"
"bemidji state university (bsu)","state schools","39600","58800"
"marshall university","state schools","35100","58800"
"west virginia state college","state schools liberal arts","34000","58800"
"norfolk state university","state schools","38800","58700"
"chestnut hill college","private non-profit","36300","58600"
"high point university","private non-profit","37400","58600"
"madonna university","private non-profit","40300","58600"
"mississippi college","private non-profit","37500","58600"
"university of mary hardin-baylor (umhb)","private non-profit","40600","58400"
"university of north alabama (una)","state schools","37300","58400"
"delta state university","state schools","34400","58300"
"nicholls state university","state schools","35600","58200"
"indiana university (iu) northwest","state schools","38600","58100"
"wayne state college","state schools","32300","58100"
"wingate university","liberal arts","35100","58100"
"morgan state university","state schools","41000","58000"
"northern michigan university","state schools","36500","58000"
"university of southern indiana","state schools","36300","57900"
"washburn university","state schools","37800","57900"
"southeastern louisiana university","state schools","40500","57800"
"alverno college","private non-profit","41800","57700"
"east tennessee state university (etsu)","state schools","36500","57700"
"upper iowa university","private non-profit","36300","57600"
"trinity christian college","private non-profit","40400","57500"
"fort hays state university (fhsu)","state schools","39100","57400"
"keuka college","private non-profit","41100","57400"
"our lady of the lake university (ollu)","private non-profit","40300","57400"
"anderson university","private non-profit","37200","57300"
"delaware valley college","private non-profit","41600","57300"
"drury university","private non-profit","37500","57300"
"northern state university","state schools","33200","57300"
"university of north carolina at asheville (unca)","state schools liberal arts","34000","57300"
"hastings college","liberal arts","36000","57200"
"mansfield university of pennsylvania","state schools","34100","57200"
"north central university","private non-profit","31000","57200"
"auburn university montgomery (aum)","state schools","37400","57000"
"emporia state university","state schools","38100","57000"
"missouri western state university","state schools","38500","57000"
"morehead state university (kentucky)","state schools","33700","57000"
"houghton college","liberal arts","34900","56900"
"south university","private for-profit","42300","56900"
"murray state university","state schools","37100","56800"
"university of central arkansas","state schools","34900","56800"
"alvernia university","private non-profit","37300","56700"
"cedarville university","private non-profit","42200","56700"
"national american university","private for-profit","38700","56600"
"bridgewater college","liberal arts","36200","56400"
"lenoir-rhyne college","private non-profit","38200","56400"
"university of north carolina at wilmington (uncw)","state schools","35500","56300"
"lincoln university","state schools","40700","56200"
"baker college","private non-profit","36600","56100"
"carson newman college","liberal arts","32500","56000"
"liberty university","private non-profit","35400","56000"
"southeastern university","private non-profit","34400","56000"
"university of mary","private non-profit","40000","56000"
"american intercontinental university (aiu)","private for-profit","38700","55900"
"colorado technical university online","private for-profit","40200","55900"
"montana state university - billings","state schools","32600","55900"
"northwestern college (minnesota)","private non-profit","40400","55900"
"grambling state university","state schools","37700","55800"
"lee university (cleveland tn)","private non-profit","29900","55800"
"alabama a&m university (aamu)","state schools","36700","55700"
"central state university","state schools","32400","55700"
"longwood university","state schools","38800","55700"
"meredith college","liberal arts","37000","55700"
"berea college","liberal arts","32000","55500"
"caldwell college","private non-profit","42700","55500"
"university of illinois at springfield","state schools","35400","55500"
"geneva college","private non-profit","37700","55400"
"midamerica nazarene university","private non-profit","40700","55400"
"culinary institute of america (cia)","private non-profit","35800","55300"
"bluffton university","private non-profit","30600","55200"
"nazareth college of rochester","private non-profit","34900","55100"
"spalding university","private research universities","42100","55000"
"lindenwood university","private non-profit","35500","54900"
"southern nazarene university","private non-profit","37600","54900"
"suny college at buffalo","state schools","34800","54800"
"bethune cookman university","private non-profit","35800","54700"
"huntingdon college","liberal arts","33100","54700"
"warner university","private non-profit","38200","54700"
"gardner-webb university","private non-profit","31100","54400"
"seton hill university","private non-profit","36400","54400"
"indiana institute of technology","private non-profit","40600","54300"
"oklahoma baptist university (obu)","private non-profit","39900","54100"
"davenport university","private non-profit","38500","54000"
"savannah college of art and design (scad)","arts & design","36100","53900"
"springfield college","private non-profit","36200","53900"
"mississippi university for women","state schools","40000","53800"
"wartburg college","liberal arts","40200","53800"
"william carey university","private non-profit","33900","53800"
"fayetteville state university","state schools","33000","53600"
"jackson state university (jsu)","state schools","32400","53600"
"limestone college","private non-profit","39900","53600"
"university of north carolina at pembroke (uncp)","state schools","32400","53500"
"urbana university","private non-profit","40500","53500"
"fontbonne university","private non-profit","34800","53400"
"minot state university","state schools","35600","53400"
"oklahoma christian university","private non-profit","38200","53400"
"southern wesleyan university (swu)","private non-profit","37500","53300"
"mount vernon nazarene university (mvnu)","private non-profit","35700","53000"
"alabama state university (asu)","state schools","32200","52900"
"mount mercy college","private non-profit","40000","52800"
"ohio dominican university","private non-profit","35300","52700"
"the university of tennessee at martin (ut martin)","state schools","38100","52700"
"howard payne university","private non-profit","30300","52600"
"waynesburg university","private non-profit","41000","52600"
"peirce college","private non-profit","40900","52500"
"briar cliff university","private non-profit","35200","52400"
"dakota state university","state schools","40400","52400"
"evangel university","liberal arts","34900","52400"
"college of the ozarks","private non-profit","27800","52300"
"kaplan college","private for-profit","35800","52200"
"virginia wesleyan college (vwc)","liberal arts","34900","52200"
"missouri southern state university (mssu)","state schools","38800","52100"
"northeastern state university","state schools","35300","51700"
"tusculum college","private non-profit","35000","51700"
"mount olive college","private non-profit","32400","51000"
"alcorn state university","state schools","31800","50800"
"art institute of pittsburgh","private for-profit arts & design","33500","50600"
"university of montevallo","state schools","32300","50400"
"chicago state university (csu)","state schools","38800","50100"
"medaille college","private non-profit","32300","49700"
"faulkner university","private non-profit","33500","49100"
"judson university","private non-profit","36700","49000"
"asbury college","liberal arts","34500","48900"
"black hills state university","state schools","33700","48900"
"belhaven university","private non-profit","34500","48300"
"shaw university","private non-profit","34400","48300"
"east texas baptist university (etbu)","private non-profit","35800","47700"
"benedict college","private non-profit","32100","47200"
"concordia college nebraska","private non-profit","33400","46800"
"east central university","state schools","37300","46500"
"william penn university","private non-profit","35600","46400"
"concord university","state schools","31600","45900"
"bethel university tennessee","private non-profit","30900","45700"
"william woods university","private non-profit","32900","45200"
"university of the cumberlands","private non-profit","32300","44800"
"ashford university","private for-profit","35500","44200"
"coker college","private non-profit","27600","43400"
