"rock wren","x","x","x","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"canyon wren","x","x","&nbsp;","x","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"bewick's wren","&nbsp;","x","x","x","&nbsp;","x","x","&nbsp;","x"
"house wren","x","x","x","&nbsp;","x","x","x","x","&nbsp;"
"winter wren","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"marsh wren","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","x","&nbsp;"
"bird species","great basin shrubsteppe","sonoran desert scrub","chihuahuan desert scrub","mojave desert scrub","desert riparian deciduous woodlands marshes","annual grasslands farms","river riparian woodlands subalpine marshes","mountain and alpine meadows","relict conifer forests madrean evergreen woodlands"
"american dipper","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","&nbsp;"
"golden-crowned kinglet","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"ruby-crowned kinglet","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"blue-gray gnatcatcher","x","x","x","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"black-tailed gnatcatcher","&nbsp;","x","x","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"western bluebird","x","&nbsp;","&nbsp;","&nbsp;","x","x","x","x","&nbsp;"
"mountain bluebird","x","x","x","x","&nbsp;","x","x","x","&nbsp;"
"townsend's solitaire","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","x","&nbsp;"
"veery","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"swainson's thrush","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"hermit thrush","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","x","&nbsp;"
"american robin","x","x","x","x","x","x","x","x","&nbsp;"
"varied thrush","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","&nbsp;"
"wrentit","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"gray catbird","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"northern mockingbird","x","x","x","x","x","x","x","&nbsp;","&nbsp;"
"bird species","great basin shrubsteppe","sonoran desert scrub","chihuahuan desert scrub","mojave desert scrub","desert riparian deciduous woodlands marshes","annual grasslands farms","river riparian woodlands subalpine marshes","mountain and alpine meadows","relict conifer forests madrean evergreen woodlands"
"sage thrasher","x","x","&nbsp;","x","&nbsp;","x","x","&nbsp;","&nbsp;"
"bendire's thrasher","&nbsp;","x","x","&nbsp;","x","x","&nbsp;","&nbsp;","&nbsp;"
"curve-billed thrasher","&nbsp;","x","x","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"california thrasher","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"crissal thrasher","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"le conte's thrasher","x","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"water pipit","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","x","&nbsp;"
"bohemian waxwing","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"cedar waxwing","x","x","x","x","x","x","x","&nbsp;","&nbsp;"
"phainopepla","&nbsp;","x","x","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"northern shrike","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","x","&nbsp;"
"loggerhead shrike","x","x","x","x","x","x","x","x","&nbsp;"
"european starling","x","x","x","x","x","x","x","x","x"
"bell's vireo","&nbsp;","&nbsp;","&nbsp;","x","x","x","&nbsp;","&nbsp;","&nbsp;"
"gray vireo","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"solitary vireo","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","x"
"hutton's vireo","&nbsp;","x","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"warbling vireo","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"orange-crowned warbler","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"bird species","great basin shrubsteppe","sonoran desert scrub","chihuahuan desert scrub","mojave desert scrub","desert riparian deciduous woodlands marshes","annual grasslands farms","river riparian woodlands subalpine marshes","mountain and alpine meadows","relict conifer forests madrean evergreen woodlands"
"nashville warbler","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"virginia's warbler","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"lucy's warbler","&nbsp;","x","x","x","x","&nbsp;","x","&nbsp;","&nbsp;"
"yellow warbler","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","x","&nbsp;"
"yellow-rumped warbler","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"black-throated gray warbler","x","x","&nbsp;","x","x","&nbsp;","x","&nbsp;","x"
"townsend's warbler","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"hermit warbler","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"grace's warbler","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"ovenbird","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"macgillivray's warbler","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","&nbsp;"
"common yellowthroat","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","x","&nbsp;"
"wilson's warbler","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","x","&nbsp;"
"red-faced warbler","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"painted redstart","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"yellow-breasted chat","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"bird species","great basin shrubsteppe","sonoran desert scrub","chihuahuan desert scrub","mojave desert scrub","desert riparian deciduous woodlands marshes","annual grasslands farms","river riparian woodlands subalpine marshes","mountain and alpine meadows","relict conifer forests madrean evergreen woodlands"
"olive warbler","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"hepatic tanager","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"summer tanager","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"western tanager","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"northern cardinal","&nbsp;","x","x","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"pyrrhuloxia","&nbsp;","x","x","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"rose-breasted grosbeak","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"black-headed grosbeak","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","x"
"blue grosbeak","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","x","&nbsp;","&nbsp;"
"lazuli bunting","x","x","&nbsp;","&nbsp;","x","x","x","x","&nbsp;"
"indigo bunting","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"varied bunting","&nbsp;","x","x","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"green-tailed towhee","x","x","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"rufous-sided towhee","x","x","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","x"
"brown towhee","&nbsp;","x","x","x","x","x","x","&nbsp;","&nbsp;"
"abert's towhee","&nbsp;","x","x","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"bird species","great basin shrubsteppe","sonoran desert scrub","chihuahuan desert scrub","mojave desert scrub","desert riparian deciduous woodlands marshes","annual grasslands farms","river riparian woodlands subalpine marshes","mountain and alpine meadows","relict conifer forests madrean evergreen woodlands"
"botteri's sparrow","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"cassin's sparrow","&nbsp;","x","x","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;"
"rufous-winged sparrow","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"rufous-crowned sparrow","x","x","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"american tree sparrow","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"chipping sparrow","x","x","x","x","x","x","x","x","&nbsp;"
"clay-colored sparrow","&nbsp;","x","x","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;"
"brewer's sparrow","x","x","x","x","x","x","&nbsp;","&nbsp;","&nbsp;"
"black-chinned sparrow","x","x","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x"
"vesper sparrow","x","x","x","x","x","x","x","x","&nbsp;"
"lark sparrow","x","x","&nbsp;","&nbsp;","&nbsp;","x","x","&nbsp;","&nbsp;"
"black-throated sparrow","x","x","x","x","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"sage sparrow","x","x","x","x","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"lark bunting","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;"
"bird species","great basin shrubsteppe","sonoran desert scrub","chihuahuan desert scrub","mojave desert scrub","desert riparian deciduous woodlands marshes","annual grasslands farms","river riparian woodlands subalpine marshes","mountain and alpine meadows","relict conifer forests madrean evergreen woodlands"
"savannah sparrow","x","x","x","&nbsp;","x","x","x","x","&nbsp;"
"grasshopper sparrow","&nbsp;","x","x","x","x","x","x","&nbsp;","&nbsp;"
"fox sparrow","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"song sparrow","x","x","x","x","x","x","x","x","&nbsp;"
"lincoln's sparrow","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","x","&nbsp;"
"swamp sparrow","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","&nbsp;"
"white-throated sparrow","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"golden-crowned sparrow","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","x","&nbsp;"
"white-crowned sparrow","x","x","x","x","x","x","x","x","&nbsp;"
"harris' sparrow","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"dark-eyed junco","x","x","x","x","x","x","x","x","&nbsp;"
"yellow-eyed junco","&nbsp;","x","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"mccown's longspur","&nbsp;","x","x","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;"
"lapland longspur","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;"
"chestnut-collared longspur","&nbsp;","x","x","&nbsp;","&nbsp;","x","x","&nbsp;","&nbsp;"
"bird species","great basin shrubsteppe","sonoran desert scrub","chihuahuan desert scrub","mojave desert scrub","desert riparian deciduous woodlands marshes","annual grasslands farms","river riparian woodlands subalpine marshes","mountain and alpine meadows","relict conifer forests madrean evergreen woodlands"
"bobolink","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"red-winged blackbird","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","x","x","&nbsp;"
"tricolored blackbird","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","&nbsp;","&nbsp;"
"eastern meadowlark","&nbsp;","x","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"western blackbird","x","x","x","x","x","x","x","x","&nbsp;"
"yellow-headed blackbird","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"rusty blackbird","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"brewer's blackbird","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","x","x","&nbsp;"
"great-tailed grackle","&nbsp;","x","x","&nbsp;","x","x","&nbsp;","&nbsp;","&nbsp;"
"common grackle","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"bronzed cowbird","&nbsp;","x","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"brown-headed cowbird","x","x","x","x","x","x","x","x","&nbsp;"
"hooded oriole","&nbsp;","x","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;"
"northern oriole","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","x","&nbsp;","&nbsp;"
"scott's oriole","&nbsp;","x","x","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x"
"rosy finch","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;"
"pine grosbeak","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","&nbsp;"
"bird species","great basin shrubsteppe","sonoran desert scrub","chihuahuan desert scrub","mojave desert scrub","desert riparian deciduous woodlands marshes","annual grasslands farms","river riparian woodlands subalpine marshes","mountain and alpine meadows","relict conifer forests madrean evergreen woodlands"
"purple finch","x","x","&nbsp;","&nbsp;","x","&nbsp;","x","x","&nbsp;"
"cassin's finch","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","&nbsp;"
"house finch","x","x","&nbsp;","&nbsp;","x","x","x","x","&nbsp;"
"red crossbill","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"common redpoll","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","&nbsp;"
"pine siskin","x","&nbsp;","&nbsp;","&nbsp;","&nbsp;","x","x","x","&nbsp;"
"lesser goldfinch","x","x","x","x","x","x","&nbsp;","&nbsp;","&nbsp;"
"lawrence's goldfinch","&nbsp;","x","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;","&nbsp;"
"american goldfinch","x","&nbsp;","&nbsp;","&nbsp;","x","x","x","x","&nbsp;"
"evening grosbeak","x","&nbsp;","&nbsp;","&nbsp;","x","&nbsp;","x","&nbsp;","&nbsp;"
"house sparrow","x","x","x","x","x","x","x","x","&nbsp;"
